x	y	key	showSelected1	showSelected2	PANEL
43449.521	0	43449521 43449523	2.8	-Inf	1
43449.524	0	43449524 43449528	2.8	-Inf	1
43449.537	0	43449537 43449538	2.8	-Inf	1
43449.539	0	43449539 43449540	2.8	-Inf	1
43449.552	0	43449552 43449553	2.8	-Inf	1
43449.56	0	43449560 43449565	2.8	-Inf	1
43449.569	0	43449569 43449575	2.8	-Inf	1
43449.577	0	43449577 43449591	2.8	-Inf	1
43449.593	0	43449593 43449594	2.8	-Inf	1
43449.598	0	43449598 43449599	2.8	-Inf	1
43449.606	0	43449606 43449607	2.8	-Inf	1
43449.609	0	43449609 43449612	2.8	-Inf	1
43449.626	0	43449626 43449630	2.8	-Inf	1
43449.632	0	43449632 43449634	2.8	-Inf	1
43449.637	0	43449637 43449639	2.8	-Inf	1
43449.64	0	43449640 43449641	2.8	-Inf	1
43449.642	0	43449642 43449645	2.8	-Inf	1
43449.658	0	43449658 43449664	2.8	-Inf	1
43449.678	0	43449678 43449681	2.8	-Inf	1
43449.684	0	43449684 43449689	2.8	-Inf	1
43449.69	0	43449690 43449694	2.8	-Inf	1
43449.722	0	43449722 43449750	2.8	-Inf	1
43449.753	0	43449753 43449758	2.8	-Inf	1
43449.781	0	43449781 43449806	2.8	-Inf	1
43449.811	0	43449811 43449833	2.8	-Inf	1
43449.834	0	43449834 43449838	2.8	-Inf	1
43449.864	0	43449864 43449876	2.8	-Inf	1
43449.905	0	43449905 43449937	2.8	-Inf	1
43449.981	0	43449981 43449989	2.8	-Inf	1
43450.016	0	43450016 43450035	2.8	-Inf	1
43450.14	0	43450140 43450264	2.8	-Inf	1
43450.278	0	43450278 43450366	2.8	-Inf	1
43450.403	0	43450403 43450405	2.8	-Inf	1
43450.516	0	43450516 43450556	2.8	-Inf	1
43450.926	0	43450926 43450955	2.8	-Inf	1
43451.051	0	43451051 43451078	2.8	-Inf	1
43451.168	0	43451168 43451185	2.8	-Inf	1
43451.197	0	43451197 43451279	2.8	-Inf	1
43451.289	0	43451289 43451295	2.8	-Inf	1
43451.301	0	43451301 43451309	2.8	-Inf	1
43451.322	0	43451322 43451360	2.8	-Inf	1
43451.37	0	43451370 43451409	2.8	-Inf	1
43451.488	0	43451488 43451566	2.8	-Inf	1
43451.768	0	43451768 43451863	2.8	-Inf	1
43451.898	0	43451898 43452023	2.8	-Inf	1
43452.048	0	43452048 43452082	2.8	-Inf	1
43452.125	0	43452125 43452129	2.8	-Inf	1
43452.13	0	43452130 43452134	2.8	-Inf	1
43452.178	0	43452178 43452206	2.8	-Inf	1
43452.234	0	43452234 43452259	2.8	-Inf	1
43452.286	0	43452286 43452300	2.8	-Inf	1
43452.348	0	43452348 43452359	2.8	-Inf	1
43452.379	0	43452379 43452410	2.8	-Inf	1
43452.413	0	43452413 43452431	2.8	-Inf	1
43452.446	0	43452446 43452473	2.8	-Inf	1
43452.482	0	43452482 43452504	2.8	-Inf	1
43452.514	0	43452514 43452526	2.8	-Inf	1
43452.535	0	43452535 43452571	2.8	-Inf	1
43452.604	0	43452604 43452639	2.8	-Inf	1
43452.66	0	43452660 43452671	2.8	-Inf	1
43452.704	0	43452704 43452722	2.8	-Inf	1
43452.776	0	43452776 43452795	2.8	-Inf	1
43452.829	0	43452829 43452901	2.8	-Inf	1
43452.993	0	43452993 43453023	2.8	-Inf	1
43453.081	0	43453081 43453084	2.8	-Inf	1
43453.087	0	43453087 43453117	2.8	-Inf	1
43453.147	0	43453147 43453149	2.8	-Inf	1
43453.154	0	43453154 43453194	2.8	-Inf	1
43453.197	0	43453197 43453205	2.8	-Inf	1
43453.209	0	43453209 43453212	2.8	-Inf	1
43453.227	0	43453227 43453236	2.8	-Inf	1
43453.239	0	43453239 43453273	2.8	-Inf	1
43453.322	0	43453322 43453351	2.8	-Inf	1
43453.361	0	43453361 43453364	2.8	-Inf	1
43453.372	0	43453372 43453410	2.8	-Inf	1
43453.415	0	43453415 43453439	2.8	-Inf	1
43453.486	0	43453486 43453496	2.8	-Inf	1
43453.509	0	43453509 43453525	2.8	-Inf	1
43453.535	0	43453535 43453563	2.8	-Inf	1
43453.591	0	43453591 43453610	2.8	-Inf	1
43453.649	0	43453649 43453707	2.8	-Inf	1
43453.754	0	43453754 43453822	2.8	-Inf	1
43453.879	0	43453879 43453947	2.8	-Inf	1
43453.979	0	43453979 43453990	2.8	-Inf	1
43454.023	0	43454023 43454075	2.8	-Inf	1
43454.076	0	43454076 43454142	2.8	-Inf	1
43454.171	0	43454171 43454223	2.8	-Inf	1
43454.245	0	43454245 43454281	2.8	-Inf	1
43454.288	0	43454288 43454296	2.8	-Inf	1
43454.348	0	43454348 43454360	2.8	-Inf	1
43454.405	0	43454405 43454413	2.8	-Inf	1
43454.571	0	43454571 43454648	2.8	-Inf	1
43454.684	0	43454684 43454696	2.8	-Inf	1
43454.706	0	43454706 43454731	2.8	-Inf	1
43454.776	0	43454776 43454809	2.8	-Inf	1
43454.832	0	43454832 43454834	2.8	-Inf	1
43454.852	0	43454852 43454893	2.8	-Inf	1
43454.927	0	43454927 43454958	2.8	-Inf	1
43454.985	0	43454985 43454987	2.8	-Inf	1
43455.042	0	43455042 43455061	2.8	-Inf	1
43455.08	0	43455080 43455110	2.8	-Inf	1
43455.111	0	43455111 43455124	2.8	-Inf	1
43455.138	0	43455138 43455144	2.8	-Inf	1
43455.154	0	43455154 43455188	2.8	-Inf	1
43455.227	0	43455227 43455235	2.8	-Inf	1
43455.249	0	43455249 43455262	2.8	-Inf	1
43455.265	0	43455265 43455268	2.8	-Inf	1
43455.269	0	43455269 43455279	2.8	-Inf	1
43455.291	0	43455291 43455292	2.8	-Inf	1
43455.297	0	43455297 43455309	2.8	-Inf	1
43455.314	0	43455314 43455323	2.8	-Inf	1
43455.327	0	43455327 43455328	2.8	-Inf	1
43455.344	0	43455344 43455349	2.8	-Inf	1
43455.35	0	43455350 43455351	2.8	-Inf	1
43455.359	0	43455359 43455377	2.8	-Inf	1
43455.39	0	43455390 43455391	2.8	-Inf	1
43455.405	0	43455405 43455407	2.8	-Inf	1
43455.409	0	43455409 43455410	2.8	-Inf	1
43455.415	0	43455415 43455439	2.8	-Inf	1
43455.45	0	43455450 43455451	2.8	-Inf	1
43455.56	0	43455560 43455685	2.8	-Inf	1
43455.728	0	43455728 43455732	2.8	-Inf	1
43455.753	0	43455753 43455773	2.8	-Inf	1
43455.821	0	43455821 43455845	2.8	-Inf	1
43455.855	0	43455855 43455871	2.8	-Inf	1
43455.917	0	43455917 43455941	2.8	-Inf	1
43455.995	0	43455995 43456042	2.8	-Inf	1
43456.058	0	43456058 43456059	2.8	-Inf	1
43456.11	0	43456110 43456119	2.8	-Inf	1
43456.381	0	43456381 43456383	2.8	-Inf	1
43456.384	0	43456384 43456399	2.8	-Inf	1
43456.442	0	43456442 43456457	2.8	-Inf	1
43456.486	0	43456486 43456488	2.8	-Inf	1
43456.507	0	43456507 43456524	2.8	-Inf	1
43456.528	0	43456528 43456583	2.8	-Inf	1
43456.907	0	43456907 43456922	2.8	-Inf	1
43456.934	0	43456934 43457000	2.8	-Inf	1
43447	0	43447000 43447292	2.8	-6.38704105367987	1
43447.548	0	43447548 43447860	2.8	-6.38704105367987	1
43448.129	0	43448129 43448300	2.8	-6.38704105367987	1
43448.724	0	43448724 43449120	2.8	-6.38704105367987	1
43449.181	0	43449181 43449282	2.8	-6.38704105367987	1
43449.505	0	43449505 43449690	2.8	-6.38704105367987	1
43449.989	0	43449989 43450016	2.8	-6.38704105367987	1
43450.14	0	43450140 43450556	2.8	-6.38704105367987	1
43450.926	0	43450926 43451078	2.8	-6.38704105367987	1
43451.168	0	43451168 43451370	2.8	-6.38704105367987	1
43452.048	0	43452048 43452829	2.8	-6.38704105367987	1
43453.023	0	43453023 43453610	2.8	-6.38704105367987	1
43453.979	0	43453979 43454405	2.8	-6.38704105367987	1
43454.648	0	43454648 43454893	2.8	-6.38704105367987	1
43455.138	0	43455138 43455451	2.8	-6.38704105367987	1
43455.56	0	43455560 43456119	2.8	-6.38704105367987	1
43456.381	0	43456381 43456583	2.8	-6.38704105367987	1
43456.907	0	43456907 43457000	2.8	-6.38704105367987	1
43447	0	43447000 43447292	2.8	-5.59169083010477	1
43447.548	0	43447548 43447860	2.8	-5.59169083010477	1
43448.129	0	43448129 43448300	2.8	-5.59169083010477	1
43448.724	0	43448724 43449120	2.8	-5.59169083010477	1
43449.181	0	43449181 43449282	2.8	-5.59169083010477	1
43449.505	0	43449505 43449690	2.8	-5.59169083010477	1
43449.989	0	43449989 43450016	2.8	-5.59169083010477	1
43450.14	0	43450140 43450556	2.8	-5.59169083010477	1
43450.926	0	43450926 43451078	2.8	-5.59169083010477	1
43451.168	0	43451168 43451370	2.8	-5.59169083010477	1
43452.048	0	43452048 43452829	2.8	-5.59169083010477	1
43453.023	0	43453023 43453610	2.8	-5.59169083010477	1
43453.979	0	43453979 43454405	2.8	-5.59169083010477	1
43454.648	0	43454648 43454893	2.8	-5.59169083010477	1
43455.138	0	43455138 43455451	2.8	-5.59169083010477	1
43455.56	0	43455560 43456119	2.8	-5.59169083010477	1
43456.381	0	43456381 43456583	2.8	-5.59169083010477	1
43456.907	0	43456907 43457000	2.8	-5.59169083010477	1
43447	0	43447000 43447292	2.8	-4.87437721907083	1
43447.548	0	43447548 43447860	2.8	-4.87437721907083	1
43448.129	0	43448129 43448300	2.8	-4.87437721907083	1
43448.724	0	43448724 43449120	2.8	-4.87437721907083	1
43449.181	0	43449181 43449282	2.8	-4.87437721907083	1
43449.505	0	43449505 43449690	2.8	-4.87437721907083	1
43449.989	0	43449989 43450016	2.8	-4.87437721907083	1
43450.14	0	43450140 43450556	2.8	-4.87437721907083	1
43450.926	0	43450926 43451078	2.8	-4.87437721907083	1
43451.168	0	43451168 43451370	2.8	-4.87437721907083	1
43452.048	0	43452048 43452829	2.8	-4.87437721907083	1
43453.023	0	43453023 43453610	2.8	-4.87437721907083	1
43453.979	0	43453979 43454405	2.8	-4.87437721907083	1
43454.648	0	43454648 43454893	2.8	-4.87437721907083	1
43455.138	0	43455138 43455451	2.8	-4.87437721907083	1
43455.56	0	43455560 43456119	2.8	-4.87437721907083	1
43456.381	0	43456381 43456583	2.8	-4.87437721907083	1
43456.907	0	43456907 43457000	2.8	-4.87437721907083	1
43447	0	43447000 43447292	2.8	-4.27345141531201	1
43447.548	0	43447548 43447860	2.8	-4.27345141531201	1
43448.129	0	43448129 43448300	2.8	-4.27345141531201	1
43448.724	0	43448724 43449120	2.8	-4.27345141531201	1
43449.181	0	43449181 43449282	2.8	-4.27345141531201	1
43449.505	0	43449505 43449690	2.8	-4.27345141531201	1
43449.989	0	43449989 43450016	2.8	-4.27345141531201	1
43450.14	0	43450140 43450556	2.8	-4.27345141531201	1
43450.926	0	43450926 43451078	2.8	-4.27345141531201	1
43451.168	0	43451168 43451370	2.8	-4.27345141531201	1
43452.048	0	43452048 43452829	2.8	-4.27345141531201	1
43453.023	0	43453023 43453610	2.8	-4.27345141531201	1
43453.979	0	43453979 43454405	2.8	-4.27345141531201	1
43454.648	0	43454648 43454893	2.8	-4.27345141531201	1
43455.138	0	43455138 43455451	2.8	-4.27345141531201	1
43455.56	0	43455560 43456119	2.8	-4.27345141531201	1
43456.381	0	43456381 43456583	2.8	-4.27345141531201	1
43456.907	0	43456907 43457000	2.8	-4.27345141531201	1
43447	0	43447000 43447322	2.8	-3.61716945505453	1
43448.812	0	43448812 43449758	2.8	-3.61716945505453	1
43455.124	0	43455124 43455450	2.8	-3.61716945505453	1
43447	0	43447000 43447322	2.8	-3.17246989964386	1
43448.812	0	43448812 43449758	2.8	-3.17246989964386	1
43455.124	0	43455124 43455450	2.8	-3.17246989964386	1
43447	0	43447000 43447322	2.8	-2.87110214393305	1
43448.812	0	43448812 43449758	2.8	-2.87110214393305	1
43455.124	0	43455124 43455439	2.8	-2.87110214393305	1
43447	0	43447000 43447322	2.8	-2.524465240576	1
43448.812	0	43448812 43449758	2.8	-2.524465240576	1
43455.124	0	43455124 43455439	2.8	-2.524465240576	1
43447	0	43447000 43447771	2.8	-1.98292451635157	1
43448.788	0	43448788 43449758	2.8	-1.98292451635157	1
43448.883	0	43448883 43449753	2.8	-1.24718648453453	1
43447.016	0	43447016 43447026	3	-Inf	1
43447.078	0	43447078 43447117	3	-Inf	1
43447.125	0	43447125 43447159	3	-Inf	1
43447.168	0	43447168 43447195	3	-Inf	1
43447.197	0	43447197 43447203	3	-Inf	1
43447.246	0	43447246 43447250	3	-Inf	1
43447.284	0	43447284 43447292	3	-Inf	1
43447.316	0	43447316 43447322	3	-Inf	1
43447.371	0	43447371 43447437	3	-Inf	1
43447.49	0	43447490 43447548	3	-Inf	1
43447.593	0	43447593 43447615	3	-Inf	1
43447.646	0	43447646 43447673	3	-Inf	1
43447.718	0	43447718 43447731	3	-Inf	1
43447.735	0	43447735 43447860	3	-Inf	1
43448.129	0	43448129 43448175	3	-Inf	1
43448.254	0	43448254 43448300	3	-Inf	1
43448.724	0	43448724 43448741	3	-Inf	1
43448.788	0	43448788 43448812	3	-Inf	1
43448.821	0	43448821 43448849	3	-Inf	1
43448.864	0	43448864 43448865	3	-Inf	1
43448.87	0	43448870 43448883	3	-Inf	1
43448.906	0	43448906 43448913	3	-Inf	1
43448.926	0	43448926 43448932	3	-Inf	1
43448.937	0	43448937 43448940	3	-Inf	1
43448.942	0	43448942 43448946	3	-Inf	1
43448.957	0	43448957 43448967	3	-Inf	1
43448.988	0	43448988 43448995	3	-Inf	1
43449.015	0	43449015 43449025	3	-Inf	1
43449.03	0	43449030 43449031	3	-Inf	1
43449.038	0	43449038 43449039	3	-Inf	1
43449.056	0	43449056 43449065	3	-Inf	1
43449.111	0	43449111 43449118	3	-Inf	1
43449.121	0	43449121 43449122	3	-Inf	1
43449.129	0	43449129 43449147	3	-Inf	1
43449.162	0	43449162 43449163	3	-Inf	1
43449.177	0	43449177 43449181	3	-Inf	1
43449.183	0	43449183 43449198	3	-Inf	1
43449.208	0	43449208 43449213	3	-Inf	1
43449.218	0	43449218 43449223	3	-Inf	1
43449.228	0	43449228 43449232	3	-Inf	1
43449.238	0	43449238 43449250	3	-Inf	1
43449.279	0	43449279 43449282	3	-Inf	1
43449.284	0	43449284 43449288	3	-Inf	1
43449.294	0	43449294 43449296	3	-Inf	1
43449.297	0	43449297 43449301	3	-Inf	1
43449.307	0	43449307 43449313	3	-Inf	1
43449.319	0	43449319 43449332	3	-Inf	1
43449.333	0	43449333 43449338	3	-Inf	1
43449.345	0	43449345 43449347	3	-Inf	1
43449.348	0	43449348 43449361	3	-Inf	1
43449.367	0	43449367 43449392	3	-Inf	1
43449.394	0	43449394 43449399	3	-Inf	1
43449.401	0	43449401 43449402	3	-Inf	1
43449.405	0	43449405 43449419	3	-Inf	1
43449.421	0	43449421 43449426	3	-Inf	1
43449.431	0	43449431 43449458	3	-Inf	1
43449.466	0	43449466 43449470	3	-Inf	1
43449.474	0	43449474 43449481	3	-Inf	1
43449.482	0	43449482 43449492	3	-Inf	1
43449.499	0	43449499 43449500	3	-Inf	1
43449.502	0	43449502 43449503	3	-Inf	1
43449.505	0	43449505 43449508	3	-Inf	1
43449.51	0	43449510 43449514	3	-Inf	1
43449.515	0	43449515 43449519	3	-Inf	1
43449.521	0	43449521 43449523	3	-Inf	1
43449.524	0	43449524 43449528	3	-Inf	1
43449.537	0	43449537 43449538	3	-Inf	1
43449.539	0	43449539 43449540	3	-Inf	1
43449.552	0	43449552 43449553	3	-Inf	1
43449.56	0	43449560 43449565	3	-Inf	1
43449.569	0	43449569 43449575	3	-Inf	1
43449.577	0	43449577 43449591	3	-Inf	1
43449.593	0	43449593 43449594	3	-Inf	1
43449.598	0	43449598 43449599	3	-Inf	1
43449.606	0	43449606 43449607	3	-Inf	1
43449.609	0	43449609 43449612	3	-Inf	1
43449.626	0	43449626 43449630	3	-Inf	1
43449.632	0	43449632 43449634	3	-Inf	1
43449.637	0	43449637 43449639	3	-Inf	1
43449.64	0	43449640 43449641	3	-Inf	1
43449.642	0	43449642 43449645	3	-Inf	1
43449.658	0	43449658 43449664	3	-Inf	1
43449.678	0	43449678 43449681	3	-Inf	1
43449.684	0	43449684 43449689	3	-Inf	1
43449.69	0	43449690 43449694	3	-Inf	1
43449.722	0	43449722 43449750	3	-Inf	1
43449.753	0	43449753 43449758	3	-Inf	1
43449.781	0	43449781 43449806	3	-Inf	1
43449.811	0	43449811 43449833	3	-Inf	1
43449.834	0	43449834 43449838	3	-Inf	1
43449.864	0	43449864 43449876	3	-Inf	1
43449.905	0	43449905 43449937	3	-Inf	1
43449.981	0	43449981 43449989	3	-Inf	1
43450.016	0	43450016 43450035	3	-Inf	1
43450.14	0	43450140 43450264	3	-Inf	1
43450.278	0	43450278 43450366	3	-Inf	1
43450.403	0	43450403 43450405	3	-Inf	1
43450.516	0	43450516 43450556	3	-Inf	1
43450.926	0	43450926 43450955	3	-Inf	1
43451.051	0	43451051 43451078	3	-Inf	1
43451.168	0	43451168 43451185	3	-Inf	1
43451.197	0	43451197 43451279	3	-Inf	1
43451.289	0	43451289 43451295	3	-Inf	1
43451.301	0	43451301 43451309	3	-Inf	1
43451.322	0	43451322 43451360	3	-Inf	1
43451.37	0	43451370 43451409	3	-Inf	1
43451.488	0	43451488 43451566	3	-Inf	1
43451.768	0	43451768 43451863	3	-Inf	1
43451.898	0	43451898 43452023	3	-Inf	1
43452.048	0	43452048 43452082	3	-Inf	1
43452.125	0	43452125 43452129	3	-Inf	1
43452.13	0	43452130 43452134	3	-Inf	1
43452.178	0	43452178 43452206	3	-Inf	1
43452.234	0	43452234 43452259	3	-Inf	1
43452.286	0	43452286 43452300	3	-Inf	1
43452.348	0	43452348 43452359	3	-Inf	1
43452.379	0	43452379 43452410	3	-Inf	1
43452.413	0	43452413 43452431	3	-Inf	1
43452.446	0	43452446 43452473	3	-Inf	1
43452.482	0	43452482 43452504	3	-Inf	1
43452.514	0	43452514 43452526	3	-Inf	1
43452.535	0	43452535 43452571	3	-Inf	1
43452.604	0	43452604 43452639	3	-Inf	1
43452.66	0	43452660 43452671	3	-Inf	1
43452.704	0	43452704 43452722	3	-Inf	1
43452.776	0	43452776 43452795	3	-Inf	1
43452.829	0	43452829 43452901	3	-Inf	1
43452.993	0	43452993 43453023	3	-Inf	1
43453.081	0	43453081 43453084	3	-Inf	1
43453.087	0	43453087 43453117	3	-Inf	1
43453.147	0	43453147 43453149	3	-Inf	1
43453.154	0	43453154 43453194	3	-Inf	1
43453.197	0	43453197 43453205	3	-Inf	1
43453.209	0	43453209 43453212	3	-Inf	1
43453.227	0	43453227 43453236	3	-Inf	1
43453.239	0	43453239 43453273	3	-Inf	1
43453.322	0	43453322 43453351	3	-Inf	1
43453.361	0	43453361 43453364	3	-Inf	1
43453.372	0	43453372 43453410	3	-Inf	1
43453.415	0	43453415 43453439	3	-Inf	1
43453.486	0	43453486 43453496	3	-Inf	1
43453.509	0	43453509 43453525	3	-Inf	1
43453.535	0	43453535 43453563	3	-Inf	1
43453.591	0	43453591 43453610	3	-Inf	1
43453.649	0	43453649 43453707	3	-Inf	1
43453.754	0	43453754 43453822	3	-Inf	1
43453.879	0	43453879 43453947	3	-Inf	1
43453.979	0	43453979 43453990	3	-Inf	1
43454.023	0	43454023 43454075	3	-Inf	1
43454.076	0	43454076 43454142	3	-Inf	1
43454.171	0	43454171 43454223	3	-Inf	1
43454.245	0	43454245 43454281	3	-Inf	1
43454.288	0	43454288 43454296	3	-Inf	1
43454.348	0	43454348 43454360	3	-Inf	1
43454.405	0	43454405 43454413	3	-Inf	1
43454.571	0	43454571 43454648	3	-Inf	1
43454.684	0	43454684 43454696	3	-Inf	1
43454.706	0	43454706 43454731	3	-Inf	1
43454.776	0	43454776 43454809	3	-Inf	1
43454.832	0	43454832 43454834	3	-Inf	1
43454.852	0	43454852 43454893	3	-Inf	1
43454.927	0	43454927 43454958	3	-Inf	1
43454.985	0	43454985 43454987	3	-Inf	1
43455.042	0	43455042 43455061	3	-Inf	1
43455.08	0	43455080 43455110	3	-Inf	1
43455.111	0	43455111 43455124	3	-Inf	1
43455.138	0	43455138 43455144	3	-Inf	1
43455.154	0	43455154 43455188	3	-Inf	1
43455.227	0	43455227 43455235	3	-Inf	1
43455.249	0	43455249 43455262	3	-Inf	1
43455.265	0	43455265 43455268	3	-Inf	1
43455.269	0	43455269 43455279	3	-Inf	1
43455.291	0	43455291 43455292	3	-Inf	1
43455.297	0	43455297 43455309	3	-Inf	1
43455.314	0	43455314 43455323	3	-Inf	1
43455.327	0	43455327 43455328	3	-Inf	1
43455.344	0	43455344 43455349	3	-Inf	1
43455.35	0	43455350 43455351	3	-Inf	1
43455.359	0	43455359 43455377	3	-Inf	1
43455.39	0	43455390 43455391	3	-Inf	1
43455.405	0	43455405 43455407	3	-Inf	1
43455.409	0	43455409 43455410	3	-Inf	1
43455.415	0	43455415 43455439	3	-Inf	1
43455.45	0	43455450 43455451	3	-Inf	1
43455.56	0	43455560 43455685	3	-Inf	1
43455.728	0	43455728 43455732	3	-Inf	1
43455.753	0	43455753 43455773	3	-Inf	1
43455.821	0	43455821 43455845	3	-Inf	1
43455.855	0	43455855 43455871	3	-Inf	1
43455.917	0	43455917 43455941	3	-Inf	1
43455.995	0	43455995 43456042	3	-Inf	1
43456.058	0	43456058 43456059	3	-Inf	1
43456.11	0	43456110 43456119	3	-Inf	1
43456.381	0	43456381 43456383	3	-Inf	1
43456.384	0	43456384 43456399	3	-Inf	1
43456.442	0	43456442 43456457	3	-Inf	1
43456.486	0	43456486 43456488	3	-Inf	1
43456.507	0	43456507 43456524	3	-Inf	1
43456.528	0	43456528 43456583	3	-Inf	1
43456.907	0	43456907 43456922	3	-Inf	1
43456.934	0	43456934 43457000	3	-Inf	1
43447	0	43447000 43447292	3	-6.58704105367987	1
43447.548	0	43447548 43447860	3	-6.58704105367987	1
43448.129	0	43448129 43448300	3	-6.58704105367987	1
43448.724	0	43448724 43449120	3	-6.58704105367987	1
43449.181	0	43449181 43449282	3	-6.58704105367987	1
43449.505	0	43449505 43449690	3	-6.58704105367987	1
43449.989	0	43449989 43450016	3	-6.58704105367987	1
43450.14	0	43450140 43450556	3	-6.58704105367987	1
43450.926	0	43450926 43451078	3	-6.58704105367987	1
43451.168	0	43451168 43451370	3	-6.58704105367987	1
43452.048	0	43452048 43452829	3	-6.58704105367987	1
43453.023	0	43453023 43453610	3	-6.58704105367987	1
43453.979	0	43453979 43454405	3	-6.58704105367987	1
43454.648	0	43454648 43454893	3	-6.58704105367987	1
43455.138	0	43455138 43455451	3	-6.58704105367987	1
43455.56	0	43455560 43456119	3	-6.58704105367987	1
43456.381	0	43456381 43456583	3	-6.58704105367987	1
43456.907	0	43456907 43457000	3	-6.58704105367987	1
43447	0	43447000 43447292	3	-5.79169083010477	1
43447.548	0	43447548 43447860	3	-5.79169083010477	1
43448.129	0	43448129 43448300	3	-5.79169083010477	1
43448.724	0	43448724 43449120	3	-5.79169083010477	1
43449.181	0	43449181 43449282	3	-5.79169083010477	1
43449.505	0	43449505 43449690	3	-5.79169083010477	1
43449.989	0	43449989 43450016	3	-5.79169083010477	1
43450.14	0	43450140 43450556	3	-5.79169083010477	1
43450.926	0	43450926 43451078	3	-5.79169083010477	1
43451.168	0	43451168 43451370	3	-5.79169083010477	1
43452.048	0	43452048 43452829	3	-5.79169083010477	1
43453.023	0	43453023 43453610	3	-5.79169083010477	1
43453.979	0	43453979 43454405	3	-5.79169083010477	1
43454.648	0	43454648 43454893	3	-5.79169083010477	1
43455.138	0	43455138 43455451	3	-5.79169083010477	1
43455.56	0	43455560 43456119	3	-5.79169083010477	1
43456.381	0	43456381 43456583	3	-5.79169083010477	1
43456.907	0	43456907 43457000	3	-5.79169083010477	1
43447	0	43447000 43447292	3	-5.07437721907083	1
43447.548	0	43447548 43447860	3	-5.07437721907083	1
43448.129	0	43448129 43448300	3	-5.07437721907083	1
43448.724	0	43448724 43449120	3	-5.07437721907083	1
43449.181	0	43449181 43449282	3	-5.07437721907083	1
43449.505	0	43449505 43449690	3	-5.07437721907083	1
43449.989	0	43449989 43450016	3	-5.07437721907083	1
43450.14	0	43450140 43450556	3	-5.07437721907083	1
43450.926	0	43450926 43451078	3	-5.07437721907083	1
43451.168	0	43451168 43451370	3	-5.07437721907083	1
43452.048	0	43452048 43452829	3	-5.07437721907083	1
43453.023	0	43453023 43453610	3	-5.07437721907083	1
43453.979	0	43453979 43454405	3	-5.07437721907083	1
43454.648	0	43454648 43454893	3	-5.07437721907083	1
43455.138	0	43455138 43455451	3	-5.07437721907083	1
43455.56	0	43455560 43456119	3	-5.07437721907083	1
43456.381	0	43456381 43456583	3	-5.07437721907083	1
43456.907	0	43456907 43457000	3	-5.07437721907083	1
43447	0	43447000 43447292	3	-4.37345141531201	1
43447.548	0	43447548 43447860	3	-4.37345141531201	1
43448.129	0	43448129 43448300	3	-4.37345141531201	1
43448.724	0	43448724 43449120	3	-4.37345141531201	1
43449.181	0	43449181 43449282	3	-4.37345141531201	1
43449.505	0	43449505 43449690	3	-4.37345141531201	1
43449.989	0	43449989 43450016	3	-4.37345141531201	1
43450.14	0	43450140 43450556	3	-4.37345141531201	1
43450.926	0	43450926 43451078	3	-4.37345141531201	1
43451.168	0	43451168 43451370	3	-4.37345141531201	1
43452.048	0	43452048 43452829	3	-4.37345141531201	1
43453.023	0	43453023 43453610	3	-4.37345141531201	1
43453.979	0	43453979 43454405	3	-4.37345141531201	1
43454.648	0	43454648 43454893	3	-4.37345141531201	1
43455.138	0	43455138 43455451	3	-4.37345141531201	1
43455.56	0	43455560 43456119	3	-4.37345141531201	1
43456.381	0	43456381 43456583	3	-4.37345141531201	1
43456.907	0	43456907 43457000	3	-4.37345141531201	1
43447	0	43447000 43447322	3	-3.71716945505453	1
43448.812	0	43448812 43449758	3	-3.71716945505453	1
43455.124	0	43455124 43455450	3	-3.71716945505453	1
43447	0	43447000 43447322	3	-3.27246989964386	1
43448.812	0	43448812 43449758	3	-3.27246989964386	1
43455.124	0	43455124 43455450	3	-3.27246989964386	1
43447	0	43447000 43447322	3	-2.87110214393305	1
43448.812	0	43448812 43449758	3	-2.87110214393305	1
43455.124	0	43455124 43455439	3	-2.87110214393305	1
43447	0	43447000 43447322	3	-2.524465240576	1
43448.812	0	43448812 43449758	3	-2.524465240576	1
43455.124	0	43455124 43455439	3	-2.524465240576	1
43447	0	43447000 43447771	3	-2.08292451635157	1
43448.788	0	43448788 43449758	3	-2.08292451635157	1
43448.821	0	43448821 43449758	3	-1.34718648453453	1
43447.016	0	43447016 43447026	3.2	-Inf	1
43447.078	0	43447078 43447117	3.2	-Inf	1
43447.125	0	43447125 43447159	3.2	-Inf	1
43447.168	0	43447168 43447195	3.2	-Inf	1
43447.197	0	43447197 43447203	3.2	-Inf	1
43447.246	0	43447246 43447250	3.2	-Inf	1
43447.284	0	43447284 43447292	3.2	-Inf	1
43447.316	0	43447316 43447322	3.2	-Inf	1
43447.371	0	43447371 43447437	3.2	-Inf	1
43447.49	0	43447490 43447548	3.2	-Inf	1
43447.593	0	43447593 43447615	3.2	-Inf	1
43447.646	0	43447646 43447673	3.2	-Inf	1
43447.718	0	43447718 43447731	3.2	-Inf	1
43447.735	0	43447735 43447860	3.2	-Inf	1
43448.129	0	43448129 43448175	3.2	-Inf	1
43448.254	0	43448254 43448300	3.2	-Inf	1
43448.724	0	43448724 43448741	3.2	-Inf	1
43448.788	0	43448788 43448812	3.2	-Inf	1
43448.821	0	43448821 43448849	3.2	-Inf	1
43448.864	0	43448864 43448865	3.2	-Inf	1
43448.87	0	43448870 43448883	3.2	-Inf	1
43448.906	0	43448906 43448913	3.2	-Inf	1
