x	xend	y	yend	key	showSelected1	showSelected2	PANEL
43503.916	43503.917	10	10	43503916 43503917	-5	-Inf	2
43503.917	43503.942	12	12	43503917 43503942	-5	-Inf	2
43503.942	43503.943	11	11	43503942 43503943	-5	-Inf	2
43503.943	43503.95	11.1429	11.1429	43503943 43503950	-5	-Inf	2
43503.95	43503.96	7.66667	7.66667	43503950 43503960	-5	-Inf	2
43503.96	43503.962	7.66667	7.66667	43503960 43503962	-5	-Inf	2
43503.962	43503.965	5	5	43503962 43503965	-5	-Inf	2
43503.965	43503.987	5.77273	5.77273	43503965 43503987	-5	-Inf	2
43503.987	43504.012	3.67568	3.67568	43503987 43504012	-5	-Inf	2
43504.012	43504.024	3.67568	3.67568	43504012 43504024	-5	-Inf	2
43504.024	43504.047	1.40351	1.40351	43504024 43504047	-5	-Inf	2
43504.047	43504.081	1.40351	1.40351	43504047 43504081	-5	-Inf	2
43504.081	43504.202	0	0	43504081 43504202	-5	-Inf	2
43504.202	43504.242	2	2	43504202 43504242	-5	-Inf	2
43504.242	43504.266	0	0	43504242 43504266	-5	-Inf	2
43504.266	43504.3	1.56962	1.56962	43504266 43504300	-5	-Inf	2
43504.3	43504.39	1.56962	1.56962	43504300 43504390	-5	-Inf	2
43504.39	43504.424	1.56962	1.56962	43504390 43504424	-5	-Inf	2
43504.424	43504.518	0	0	43504424 43504518	-5	-Inf	2
43504.518	43504.537	1.55814	1.55814	43504518 43504537	-5	-Inf	2
43504.537	43504.561	1.55814	1.55814	43504537 43504561	-5	-Inf	2
43504.561	43504.613	4.03846	4.03846	43504561 43504613	-5	-Inf	2
43504.613	43504.637	4	4	43504613 43504637	-5	-Inf	2
43504.637	43504.643	5	5	43504637 43504643	-5	-Inf	2
43504.643	43504.726	3.90217	3.90217	43504643 43504726	-5	-Inf	2
43504.726	43504.735	3.90217	3.90217	43504726 43504735	-5	-Inf	2
43504.735	43504.738	1.2	1.2	43504735 43504738	-5	-Inf	2
43504.738	43504.75	1.2	1.2	43504738 43504750	-5	-Inf	2
43504.75	43504.756	0	0	43504750 43504756	-5	-Inf	2
43504.756	43504.865	1	1	43504756 43504865	-5	-Inf	2
43504.865	43504.932	0.970149	0.970149	43504865 43504932	-5	-Inf	2
43504.932	43504.992	2.38333	2.38333	43504932 43504992	-5	-Inf	2
43504.992	43505.023	2	2	43504992 43505023	-5	-Inf	2
43505.023	43505.057	3	3	43505023 43505057	-5	-Inf	2
43505.057	43505.091	2	2	43505057 43505091	-5	-Inf	2
43505.091	43505.148	2.05263	2.05263	43505091 43505148	-5	-Inf	2
43505.148	43505.21	0.974138	0.974138	43505148 43505210	-5	-Inf	2
43505.21	43505.213	0.974138	0.974138	43505210 43505213	-5	-Inf	2
43505.213	43505.264	0.974138	0.974138	43505213 43505264	-5	-Inf	2
43505.264	43505.338	2	2	43505264 43505338	-5	-Inf	2
43505.338	43505.363	1	1	43505338 43505363	-5	-Inf	2
43505.363	43505.388	2	2	43505363 43505388	-5	-Inf	2
43505.388	43505.45	1	1	43505388 43505450	-5	-Inf	2
43505.45	43505.53	2.475	2.475	43505450 43505530	-5	-Inf	2
43505.53	43506.061	0	0	43505530 43506061	-5	-Inf	2
43506.061	43506.087	2	2	43506061 43506087	-5	-Inf	2
43506.087	43506.088	0	0	43506087 43506088	-5	-Inf	2
43506.088	43506.102	2.14286	2.14286	43506088 43506102	-5	-Inf	2
43506.102	43506.165	1	1	43506102 43506165	-5	-Inf	2
43506.165	43506.175	3.63636	3.63636	43506165 43506175	-5	-Inf	2
43506.175	43506.22	3.63636	3.63636	43506175 43506220	-5	-Inf	2
43506.22	43506.225	6	6	43506220 43506225	-5	-Inf	2
43506.225	43506.227	5	5	43506225 43506227	-5	-Inf	2
43506.227	43506.228	7.97436	7.97436	43506227 43506228	-5	-Inf	2
43506.228	43506.266	7.97436	7.97436	43506228 43506266	-5	-Inf	2
43506.266	43506.283	8.17647	8.17647	43506266 43506283	-5	-Inf	2
43506.283	43506.29	4.41176	4.41176	43506283 43506290	-5	-Inf	2
43506.29	43506.3	4.41176	4.41176	43506290 43506300	-5	-Inf	2
43506.3	43506.352	1.95	1.95	43506300 43506352	-5	-Inf	2
43506.352	43506.355	1.95	1.95	43506352 43506355	-5	-Inf	2
43506.355	43506.36	1.95	1.95	43506355 43506360	-5	-Inf	2
43506.36	43506.361	3.94118	3.94118	43506360 43506361	-5	-Inf	2
43506.361	43506.377	3.94118	3.94118	43506361 43506377	-5	-Inf	2
43506.377	43506.465	4.15909	4.15909	43506377 43506465	-5	-Inf	2
43506.465	43506.479	1.37838	1.37838	43506465 43506479	-5	-Inf	2
43506.479	43506.502	1.37838	1.37838	43506479 43506502	-5	-Inf	2
43506.502	43506.784	0	0	43506502 43506784	-5	-Inf	2
43506.784	43506.786	1.97143	1.97143	43506784 43506786	-5	-Inf	2
43506.786	43506.888	1.97143	1.97143	43506786 43506888	-5	-Inf	2
43506.888	43506.889	1.97143	1.97143	43506888 43506889	-5	-Inf	2
43506.889	43506.911	0	0	43506889 43506911	-5	-Inf	2
43506.911	43506.958	1.27692	1.27692	43506911 43506958	-5	-Inf	2
43506.958	43506.976	1.27692	1.27692	43506958 43506976	-5	-Inf	2
43506.976	43507.036	3	3	43506976 43507036	-5	-Inf	2
43507.036	43507.068	2	2	43507036 43507068	-5	-Inf	2
43507.068	43507.071	3.7	3.7	43507068 43507071	-5	-Inf	2
43507.071	43507.078	3.7	3.7	43507071 43507078	-5	-Inf	2
43507.078	43507.101	4.17391	4.17391	43507078 43507101	-5	-Inf	2
43507.101	43507.107	3	3	43507101 43507107	-5	-Inf	2
43507.107	43507.109	4.90909	4.90909	43507107 43507109	-5	-Inf	2
43507.109	43507.129	4.90909	4.90909	43507109 43507129	-5	-Inf	2
43507.129	43507.165	6	6	43507129 43507165	-5	-Inf	2
43507.165	43507.172	4.875	4.875	43507165 43507172	-5	-Inf	2
43507.172	43507.173	4.875	4.875	43507172 43507173	-5	-Inf	2
43507.173	43507.175	3	3	43507173 43507175	-5	-Inf	2
43507.175	43507.203	4	4	43507175 43507203	-5	-Inf	2
43507.203	43507.227	3	3	43507203 43507227	-5	-Inf	2
43507.227	43507.254	4	4	43507227 43507254	-5	-Inf	2
43507.254	43507.29	2.78261	2.78261	43507254 43507290	-5	-Inf	2
43507.29	43507.3	2.78261	2.78261	43507290 43507300	-5	-Inf	2
43507.3	43507.338	1	1	43507300 43507338	-5	-Inf	2
43507.338	43507.352	3	3	43507338 43507352	-5	-Inf	2
43507.352	43507.401	1.98	1.98	43507352 43507401	-5	-Inf	2
43507.401	43507.402	1.98	1.98	43507401 43507402	-5	-Inf	2
43507.402	43507.449	0	0	43507402 43507449	-5	-Inf	2
43507.449	43507.54	1.98901	1.98901	43507449 43507540	-5	-Inf	2
43507.54	43507.848	0	0	43507540 43507848	-5	-Inf	2
43507.848	43507.973	1	1	43507848 43507973	-5	-Inf	2
43507.973	43508.345	0	0	43507973 43508345	-5	-Inf	2
43508.345	43508.346	1.96552	1.96552	43508345 43508346	-5	-Inf	2
43508.346	43508.374	1.96552	1.96552	43508346 43508374	-5	-Inf	2
43508.374	43508.4	5.30667	5.30667	43508374 43508400	-5	-Inf	2
43508.4	43508.449	5.30667	5.30667	43508400 43508449	-5	-Inf	2
43508.449	43508.469	7.6	7.6	43508449 43508469	-5	-Inf	2
43508.469	43508.47	4.07692	4.07692	43508469 43508470	-5	-Inf	2
43508.47	43508.482	4.07692	4.07692	43508470 43508482	-5	-Inf	2
43508.482	43508.483	2.01639	2.01639	43508482 43508483	-5	-Inf	2
43508.483	43508.543	2.01639	2.01639	43508483 43508543	-5	-Inf	2
43508.543	43508.922	0	0	43508543 43508922	-5	-Inf	2
43508.922	43509.028	1.20755	1.20755	43508922 43509028	-5	-Inf	2
43509.028	43509.063	1	1	43509028 43509063	-5	-Inf	2
43509.063	43509.075	2.7931	2.7931	43509063 43509075	-5	-Inf	2
43509.075	43509.121	2.7931	2.7931	43509075 43509121	-5	-Inf	2
43509.121	43509.178	3.17544	3.17544	43509121 43509178	-5	-Inf	2
43509.178	43509.193	2	2	43509178 43509193	-5	-Inf	2
43509.193	43509.2	3	3	43509193 43509200	-5	-Inf	2
43509.2	43509.246	1.39316	1.39316	43509200 43509246	-5	-Inf	2
43509.246	43509.317	1.39316	1.39316	43509246 43509317	-5	-Inf	2
43509.317	43509.415	0	0	43509317 43509415	-5	-Inf	2
43509.415	43509.539	1.01613	1.01613	43509415 43509539	-5	-Inf	2
43509.539	43509.588	1	1	43509539 43509588	-5	-Inf	2
43509.588	43509.615	3.4466	3.4466	43509588 43509615	-5	-Inf	2
43509.615	43509.661	3.4466	3.4466	43509615 43509661	-5	-Inf	2
43509.661	43509.691	3.4466	3.4466	43509661 43509691	-5	-Inf	2
43509.691	43509.695	1.08163	1.08163	43509691 43509695	-5	-Inf	2
43509.695	43509.74	1.08163	1.08163	43509695 43509740	-5	-Inf	2
43509.74	43509.762	0	0	43509740 43509762	-5	-Inf	2
43509.762	43509.764	1.9685	1.9685	43509762 43509764	-5	-Inf	2
43509.764	43509.887	1.9685	1.9685	43509764 43509887	-5	-Inf	2
43509.887	43509.889	1.9685	1.9685	43509887 43509889	-5	-Inf	2
43509.889	43509.957	0	0	43509889 43509957	-5	-Inf	2
43509.957	43510.037	2	2	43509957 43510037	-5	-Inf	2
43510.037	43510.041	0	0	43510037 43510041	-5	-Inf	2
43510.041	43510.063	2.90909	2.90909	43510041 43510063	-5	-Inf	2
43510.063	43510.108	2.90909	2.90909	43510063 43510108	-5	-Inf	2
43510.108	43510.14	2.90909	2.90909	43510108 43510140	-5	-Inf	2
43510.14	43510.262	0	0	43510140 43510262	-5	-Inf	2
43510.262	43510.322	1.34239	1.34239	43510262 43510322	-5	-Inf	2
43510.322	43510.385	1.34239	1.34239	43510322 43510385	-5	-Inf	2
43510.385	43510.446	1.34239	1.34239	43510385 43510446	-5	-Inf	2
43510.446	43510.489	0	0	43510446 43510489	-5	-Inf	2
43510.489	43510.606	1.30769	1.30769	43510489 43510606	-5	-Inf	2
43510.606	43510.621	1	1	43510606 43510621	-5	-Inf	2
43510.621	43510.661	3	3	43510621 43510661	-5	-Inf	2
43510.661	43510.665	1	1	43510661 43510665	-5	-Inf	2
43510.665	43510.692	2.92593	2.92593	43510665 43510692	-5	-Inf	2
43510.692	43510.711	2	2	43510692 43510711	-5	-Inf	2
43510.711	43510.713	3.77778	3.77778	43510711 43510713	-5	-Inf	2
43510.713	43510.776	3.77778	3.77778	43510713 43510776	-5	-Inf	2
43510.776	43510.792	3.77778	3.77778	43510776 43510792	-5	-Inf	2
43510.792	43510.834	1.91304	1.91304	43510792 43510834	-5	-Inf	2
43510.834	43510.838	1.91304	1.91304	43510834 43510838	-5	-Inf	2
43510.838	43510.852	0	0	43510838 43510852	-5	-Inf	2
43510.852	43510.977	1.768	1.768	43510852 43510977	-5	-Inf	2
43510.977	43510.981	1	1	43510977 43510981	-5	-Inf	2
43510.981	43511.004	2.26087	2.26087	43510981 43511004	-5	-Inf	2
43511.004	43511.019	2	2	43511004 43511019	-5	-Inf	2
43511.019	43511.049	3.34783	3.34783	43511019 43511049	-5	-Inf	2
43511.049	43511.065	3.34783	3.34783	43511049 43511065	-5	-Inf	2
43511.065	43511.106	5	5	43511065 43511106	-5	-Inf	2
43511.106	43511.12	4.92857	4.92857	43511106 43511120	-5	-Inf	2
43511.12	43511.123	7	7	43511120 43511123	-5	-Inf	2
43511.123	43511.135	6	6	43511123 43511135	-5	-Inf	2
43511.135	43511.174	7.23077	7.23077	43511135 43511174	-5	-Inf	2
43511.174	43511.185	5.83333	5.83333	43511174 43511185	-5	-Inf	2
43511.185	43511.186	5.83333	5.83333	43511185 43511186	-5	-Inf	2
43511.186	43511.223	2.6087	2.6087	43511186 43511223	-5	-Inf	2
43511.223	43511.232	2.6087	2.6087	43511223 43511232	-5	-Inf	2
43511.232	43511.403	0	0	43511232 43511403	-5	-Inf	2
43511.403	43511.408	2.58333	2.58333	43511403 43511408	-5	-Inf	2
43511.408	43511.415	2.58333	2.58333	43511408 43511415	-5	-Inf	2
43511.415	43511.483	4.11688	4.11688	43511415 43511483	-5	-Inf	2
43511.483	43511.492	4.11688	4.11688	43511483 43511492	-5	-Inf	2
43511.492	43511.499	5.14286	5.14286	43511492 43511499	-5	-Inf	2
43511.499	43511.51	3.96667	3.96667	43511499 43511510	-5	-Inf	2
43511.51	43511.511	3.96667	3.96667	43511510 43511511	-5	-Inf	2
43511.511	43511.529	3.96667	3.96667	43511511 43511529	-5	-Inf	2
43511.529	43511.539	5	5	43511529 43511539	-5	-Inf	2
43511.539	43511.559	4.85	4.85	43511539 43511559	-5	-Inf	2
43511.559	43511.617	5.86207	5.86207	43511559 43511617	-5	-Inf	2
43511.617	43511.636	3.51351	3.51351	43511617 43511636	-5	-Inf	2
43511.636	43511.654	3.51351	3.51351	43511636 43511654	-5	-Inf	2
43511.654	43511.667	1.43333	1.43333	43511654 43511667	-5	-Inf	2
43511.667	43511.684	1.43333	1.43333	43511667 43511684	-5	-Inf	2
43511.684	43511.881	0	0	43511684 43511881	-5	-Inf	2
43511.881	43511.915	1.2093	1.2093	43511881 43511915	-5	-Inf	2
43511.915	43511.924	1.2093	1.2093	43511915 43511924	-5	-Inf	2
43511.924	43511.947	4.63043	4.63043	43511924 43511947	-5	-Inf	2
43511.947	43512	4.63043	4.63043	43511947 43512000	-5	-Inf	2
43502	43502.155	3.88357	3.88357	43502000 43502155	-5	-3.5987564321254	2
43502.155	43502.289	0	0	43502155 43502289	-5	-3.5987564321254	2
43502.289	43502.771	6.13693	6.13693	43502289 43502771	-5	-3.5987564321254	2
43502.771	43502.894	0.097561	0.097561	43502771 43502894	-5	-3.5987564321254	2
43502.894	43503.217	8.55418	8.55418	43502894 43503217	-5	-3.5987564321254	2
43503.217	43503.573	8.28933	8.28933	43503217 43503573	-5	-3.5987564321254	2
43503.573	43503.64	48.7206	48.7206	43503573 43503640	-5	-3.5987564321254	2
43503.64	43503.641	48.7206	48.7206	43503640 43503641	-5	-3.5987564321254	2
43503.641	43503.862	146.308	146.308	43503641 43503862	-5	-3.5987564321254	2
43503.862	43503.965	14.6917	14.6917	43503862 43503965	-5	-3.5987564321254	2
43503.965	43503.982	14.6917	14.6917	43503965 43503982	-5	-3.5987564321254	2
43503.982	43504.537	1.05946	1.05946	43503982 43504537	-5	-3.5987564321254	2
43504.537	43505.53	2.03726	2.03726	43504537 43505530	-5	-3.5987564321254	2
43505.53	43506.061	0	0	43505530 43506061	-5	-3.5987564321254	2
43506.061	43506.502	3.4263	3.4263	43506061 43506502	-5	-3.5987564321254	2
43506.502	43506.784	0	0	43506502 43506784	-5	-3.5987564321254	2
43506.784	43507.54	2.42593	2.42593	43506784 43507540	-5	-3.5987564321254	2
43507.54	43508.346	0.156328	0.156328	43507540 43508346	-5	-3.5987564321254	2
43508.346	43508.482	4.84559	4.84559	43508346 43508482	-5	-3.5987564321254	2
43508.482	43512	1.75492	1.75492	43508482 43512000	-5	-3.5987564321254	2
43502	43502.155	2.53344	2.53344	43502000 43502155	-5	-2.87110214393305	2
43502.155	43502.289	0	0	43502155 43502289	-5	-2.87110214393305	2
43502.289	43502.677	6.70876	6.70876	43502289 43502677	-5	-2.87110214393305	2
43502.677	43503.558	6.55619	6.55619	43502677 43503558	-5	-2.87110214393305	2
43503.558	43503.635	40.9231	40.9231	43503558 43503635	-5	-2.87110214393305	2
43503.635	43503.636	40.9231	40.9231	43503635 43503636	-5	-2.87110214393305	2
43503.636	43503.862	144.956	144.956	43503636 43503862	-5	-2.87110214393305	2
43503.862	43503.95	16.6735	16.6735	43503862 43503950	-5	-2.87110214393305	2
43503.95	43503.96	16.6735	16.6735	43503950 43503960	-5	-2.87110214393305	2
43503.96	43512	1.64678	1.64678	43503960 43512000	-5	-2.87110214393305	2
43502	43503.541	4.72526	4.72526	43502000 43503541	-5	-2.524465240576	2
43503.541	43503.634	36.266	36.266	43503541 43503634	-5	-2.524465240576	2
43503.634	43503.635	36.266	36.266	43503634 43503635	-5	-2.524465240576	2
43503.635	43503.872	140.485	140.485	43503635 43503872	-5	-2.524465240576	2
43503.872	43512	1.76317	1.76317	43503872 43512000	-5	-2.524465240576	2
43502	43502.324	2.08925	2.08925	43502000 43502324	-5	-1.7250450381836	2
43502.324	43503.591	7.23896	7.23896	43502324 43503591	-5	-1.7250450381836	2
43503.591	43503.592	7.23896	7.23896	43503591 43503592	-5	-1.7250450381836	2
43503.592	43503.872	126.786	126.786	43503592 43503872	-5	-1.7250450381836	2
43503.872	43512	1.76317	1.76317	43503872 43512000	-5	-1.7250450381836	2
43502	43503.58	2.62957	2.62957	43502000 43503580	-5	-0.0126575242852369	2
43503.58	43503.872	123.051	123.051	43503580 43503872	-5	-0.0126575242852369	2
43503.872	43512	1.76317	1.76317	43503872 43512000	-5	-0.0126575242852369	2
43502	43503.58	2.44811	2.44811	43502000 43503580	-5	1.26988692973461	2
43503.58	43503.872	123.051	123.051	43503580 43503872	-5	1.26988692973461	2
43503.872	43512	1.76317	1.76317	43503872 43512000	-5	1.26988692973461	2
43502	43512	2.46635	2.46635	43502000 43512000	-5	1.71885391825865	2
43502	43512	2.46635	2.46635	43502000 43512000	-5	2.20830916989523	2
43502	43512	2.46635	2.46635	43502000 43512000	-5	2.92562278092917	2
43502	43512	4.29801	4.29801	43502000 43512000	-5	3.95283511716953	2
43502	43512	4.29801	4.29801	43502000 43512000	-5	5.45202555736225	2
43502	43512	4.29801	4.29801	43502000 43512000	-5	Inf	2
43502	43502.024	3.67742	3.67742	43502000 43502024	-4.8	-Inf	2
43502.024	43502.028	1	1	43502024 43502028	-4.8	-Inf	2
43502.028	43502.073	2	2	43502028 43502073	-4.8	-Inf	2
43502.073	43502.075	0	0	43502073 43502075	-4.8	-Inf	2
43502.075	43502.155	1.5625	1.5625	43502075 43502155	-4.8	-Inf	2
43502.155	43502.289	0	0	43502155 43502289	-4.8	-Inf	2
43502.289	43502.303	2.3	2.3	43502289 43502303	-4.8	-Inf	2
43502.303	43502.309	2.3	2.3	43502303 43502309	-4.8	-Inf	2
43502.309	43502.324	5.03226	5.03226	43502309 43502324	-4.8	-Inf	2
43502.324	43502.34	5.03226	5.03226	43502324 43502340	-4.8	-Inf	2
43502.34	43502.368	7	7	43502340 43502368	-4.8	-Inf	2
43502.368	43502.374	6.3871	6.3871	43502368 43502374	-4.8	-Inf	2
43502.374	43502.399	6.3871	6.3871	43502374 43502399	-4.8	-Inf	2
43502.399	43502.411	4.08333	4.08333	43502399 43502411	-4.8	-Inf	2
43502.411	43502.428	7	7	43502411 43502428	-4.8	-Inf	2
43502.428	43502.462	6	6	43502428 43502462	-4.8	-Inf	2
43502.462	43502.464	7	7	43502462 43502464	-4.8	-Inf	2
43502.464	43502.471	6	6	43502464 43502471	-4.8	-Inf	2
43502.471	43502.493	7.22727	7.22727	43502471 43502493	-4.8	-Inf	2
43502.493	43502.535	6.97674	6.97674	43502493 43502535	-4.8	-Inf	2
43502.535	43502.536	6.97674	6.97674	43502535 43502536	-4.8	-Inf	2
43502.536	43502.55	4.57143	4.57143	43502536 43502550	-4.8	-Inf	2
43502.55	43502.559	7.5625	7.5625	43502550 43502559	-4.8	-Inf	2
43502.559	43502.566	7.5625	7.5625	43502559 43502566	-4.8	-Inf	2
43502.566	43502.587	9	9	43502566 43502587	-4.8	-Inf	2
43502.587	43502.595	7.71667	7.71667	43502587 43502595	-4.8	-Inf	2
43502.595	43502.612	7.71667	7.71667	43502595 43502612	-4.8	-Inf	2
43502.612	43502.647	7.71667	7.71667	43502612 43502647	-4.8	-Inf	2
43502.647	43502.664	10.3529	10.3529	43502647 43502664	-4.8	-Inf	2
43502.664	43502.665	10.3333	10.3333	43502664 43502665	-4.8	-Inf	2
43502.665	43502.667	10.3333	10.3333	43502665 43502667	-4.8	-Inf	2
43502.667	43502.67	7.6	7.6	43502667 43502670	-4.8	-Inf	2
43502.67	43502.677	7.6	7.6	43502670 43502677	-4.8	-Inf	2
43502.677	43502.688	4.78571	4.78571	43502677 43502688	-4.8	-Inf	2
43502.688	43502.691	4.78571	4.78571	43502688 43502691	-4.8	-Inf	2
43502.691	43502.693	3	3	43502691 43502693	-4.8	-Inf	2
43502.693	43502.699	3.6	3.6	43502693 43502699	-4.8	-Inf	2
43502.699	43502.723	3.6	3.6	43502699 43502723	-4.8	-Inf	2
43502.723	43502.74	6	6	43502723 43502740	-4.8	-Inf	2
43502.74	43502.745	2.32258	2.32258	43502740 43502745	-4.8	-Inf	2
43502.745	43502.771	2.32258	2.32258	43502745 43502771	-4.8	-Inf	2
43502.771	43502.882	0	0	43502771 43502882	-4.8	-Inf	2
43502.882	43502.894	1.28571	1.28571	43502882 43502894	-4.8	-Inf	2
43502.894	43502.896	1.28571	1.28571	43502894 43502896	-4.8	-Inf	2
43502.896	43502.904	4.63636	4.63636	43502896 43502904	-4.8	-Inf	2
43502.904	43502.918	4.63636	4.63636	43502904 43502918	-4.8	-Inf	2
43502.918	43502.953	6.44444	6.44444	43502918 43502953	-4.8	-Inf	2
43502.953	43502.981	6.44444	6.44444	43502953 43502981	-4.8	-Inf	2
43502.981	43502.998	9	9	43502981 43502998	-4.8	-Inf	2
43502.998	43503.01	6.75	6.75	43502998 43503010	-4.8	-Inf	2
43503.01	43503.015	10.3333	10.3333	43503010 43503015	-4.8	-Inf	2
43503.015	43503.019	10.3333	10.3333	43503015 43503019	-4.8	-Inf	2
43503.019	43503.029	11	11	43503019 43503029	-4.8	-Inf	2
43503.029	43503.04	10	10	43503029 43503040	-4.8	-Inf	2
43503.04	43503.056	10.125	10.125	43503040 43503056	-4.8	-Inf	2
43503.056	43503.066	9	9	43503056 43503066	-4.8	-Inf	2
43503.066	43503.068	10	10	43503066 43503068	-4.8	-Inf	2
43503.068	43503.08	7.83333	7.83333	43503068 43503080	-4.8	-Inf	2
43503.08	43503.081	8	8	43503080 43503081	-4.8	-Inf	2
43503.081	43503.087	6	6	43503081 43503087	-4.8	-Inf	2
43503.087	43503.091	8.42857	8.42857	43503087 43503091	-4.8	-Inf	2
43503.091	43503.101	8.42857	8.42857	43503091 43503101	-4.8	-Inf	2
43503.101	43503.132	11.9677	11.9677	43503101 43503132	-4.8	-Inf	2
43503.132	43503.135	9.42857	9.42857	43503132 43503135	-4.8	-Inf	2
43503.135	43503.139	9.42857	9.42857	43503135 43503139	-4.8	-Inf	2
43503.139	43503.147	8	8	43503139 43503147	-4.8	-Inf	2
43503.147	43503.164	9	9	43503147 43503164	-4.8	-Inf	2
43503.164	43503.168	8	8	43503164 43503168	-4.8	-Inf	2
43503.168	43503.177	10	10	43503168 43503177	-4.8	-Inf	2
43503.177	43503.186	9	9	43503177 43503186	-4.8	-Inf	2
43503.186	43503.19	10	10	43503186 43503190	-4.8	-Inf	2
43503.19	43503.202	9.58333	9.58333	43503190 43503202	-4.8	-Inf	2
43503.202	43503.204	12	12	43503202 43503204	-4.8	-Inf	2
43503.204	43503.212	10.6154	10.6154	43503204 43503212	-4.8	-Inf	2
43503.212	43503.217	10.6154	10.6154	43503212 43503217	-4.8	-Inf	2
43503.217	43503.236	7.47368	7.47368	43503217 43503236	-4.8	-Inf	2
43503.236	43503.251	9	9	43503236 43503251	-4.8	-Inf	2
43503.251	43503.278	6.77778	6.77778	43503251 43503278	-4.8	-Inf	2
43503.278	43503.306	7	7	43503278 43503306	-4.8	-Inf	2
43503.306	43503.32	5.7	5.7	43503306 43503320	-4.8	-Inf	2
43503.32	43503.326	5.7	5.7	43503320 43503326	-4.8	-Inf	2
43503.326	43503.327	3	3	43503326 43503327	-4.8	-Inf	2
43503.327	43503.328	3	3	43503327 43503328	-4.8	-Inf	2
43503.328	43503.353	1	1	43503328 43503353	-4.8	-Inf	2
43503.353	43503.362	2.5	2.5	43503353 43503362	-4.8	-Inf	2
43503.362	43503.365	2.5	2.5	43503362 43503365	-4.8	-Inf	2
43503.365	43503.378	5.27778	5.27778	43503365 43503378	-4.8	-Inf	2
43503.378	43503.383	5.27778	5.27778	43503378 43503383	-4.8	-Inf	2
43503.383	43503.403	8	8	43503383 43503403	-4.8	-Inf	2
43503.403	43503.43	7.07407	7.07407	43503403 43503430	-4.8	-Inf	2
43503.43	43503.455	9.10714	9.10714	43503430 43503455	-4.8	-Inf	2
43503.455	43503.458	9.10714	9.10714	43503455 43503458	-4.8	-Inf	2
43503.458	43503.473	12	12	43503458 43503473	-4.8	-Inf	2
43503.473	43503.48	7.57143	7.57143	43503473 43503480	-4.8	-Inf	2
43503.48	43503.481	8.34783	8.34783	43503480 43503481	-4.8	-Inf	2
43503.481	43503.489	8.34783	8.34783	43503481 43503489	-4.8	-Inf	2
43503.489	43503.503	8.34783	8.34783	43503489 43503503	-4.8	-Inf	2
43503.503	43503.511	7	7	43503503 43503511	-4.8	-Inf	2
43503.511	43503.519	9.33333	9.33333	43503511 43503519	-4.8	-Inf	2
43503.519	43503.523	9.33333	9.33333	43503519 43503523	-4.8	-Inf	2
43503.523	43503.528	11.375	11.375	43503523 43503528	-4.8	-Inf	2
43503.528	43503.531	11.375	11.375	43503528 43503531	-4.8	-Inf	2
43503.531	43503.54	13.2	13.2	43503531 43503540	-4.8	-Inf	2
43503.54	43503.541	13.2	13.2	43503540 43503541	-4.8	-Inf	2
43503.541	43503.543	17.5	17.5	43503541 43503543	-4.8	-Inf	2
43503.543	43503.549	17.5	17.5	43503543 43503549	-4.8	-Inf	2
43503.549	43503.553	17.5556	17.5556	43503549 43503553	-4.8	-Inf	2
43503.553	43503.558	17.5556	17.5556	43503553 43503558	-4.8	-Inf	2
43503.558	43503.559	19.9167	19.9167	43503558 43503559	-4.8	-Inf	2
43503.559	43503.57	19.9167	19.9167	43503559 43503570	-4.8	-Inf	2
43503.57	43503.573	23.1429	23.1429	43503570 43503573	-4.8	-Inf	2
43503.573	43503.577	23.1429	23.1429	43503573 43503577	-4.8	-Inf	2
43503.577	43503.579	25	25	43503577 43503579	-4.8	-Inf	2
43503.579	43503.58	24	24	43503579 43503580	-4.8	-Inf	2
43503.58	43503.584	34.2857	34.2857	43503580 43503584	-4.8	-Inf	2
43503.584	43503.587	34.2857	34.2857	43503584 43503587	-4.8	-Inf	2
43503.587	43503.589	37.3333	37.3333	43503587 43503589	-4.8	-Inf	2
43503.589	43503.59	37.3333	37.3333	43503589 43503590	-4.8	-Inf	2
43503.59	43503.591	39.5	39.5	43503590 43503591	-4.8	-Inf	2
43503.591	43503.592	39.5	39.5	43503591 43503592	-4.8	-Inf	2
43503.592	43503.595	43.5714	43.5714	43503592 43503595	-4.8	-Inf	2
43503.595	43503.599	43.5714	43.5714	43503595 43503599	-4.8	-Inf	2
43503.599	43503.601	45	45	43503599 43503601	-4.8	-Inf	2
43503.601	43503.603	45	45	43503601 43503603	-4.8	-Inf	2
43503.603	43503.605	45	45	43503603 43503605	-4.8	-Inf	2
43503.605	43503.608	42.3333	42.3333	43503605 43503608	-4.8	-Inf	2
43503.608	43503.611	47.2	47.2	43503608 43503611	-4.8	-Inf	2
43503.611	43503.613	47.2	47.2	43503611 43503613	-4.8	-Inf	2
43503.613	43503.615	50.3333	50.3333	43503613 43503615	-4.8	-Inf	2
43503.615	43503.616	50.3333	50.3333	43503615 43503616	-4.8	-Inf	2
43503.616	43503.617	53	53	43503616 43503617	-4.8	-Inf	2
43503.617	43503.623	51.8333	51.8333	43503617 43503623	-4.8	-Inf	2
43503.623	43503.624	56.25	56.25	43503623 43503624	-4.8	-Inf	2
43503.624	43503.627	56.25	56.25	43503624 43503627	-4.8	-Inf	2
43503.627	43503.628	59.5	59.5	43503627 43503628	-4.8	-Inf	2
