fill	x	y	tooltip	key	clickSelects	showSelected1	showSelected2
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-5 -Inf	-Inf	-5	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-5 -3.5987564321254	-3.5987564321254	-5	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-5 -2.87110214393305	-2.87110214393305	-5	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-5 -2.524465240576	-2.524465240576	-5	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-5 -1.7250450381836	-1.7250450381836	-5	More
#FFFFFF	0.5	0.75	-1.0<thresh<1.0 FP=6 FN=1	-5 -0.0126575242852369	-0.0126575242852369	-5	More
#FFFFFF	0.416666666666667	0.75	1.0<thresh<1.6 FP=5 FN=1	-5 1.26988692973461	1.26988692973461	-5	More
#FFFFFF	0.416666666666667	0.5	1.6<thresh<1.9 FP=5 FN=2	-5 1.71885391825865	1.71885391825865	-5	More
#FFFFFF	0.166666666666667	0.5	1.9<thresh<2.6 FP=2 FN=2	-5 2.20830916989523	2.20830916989523	-5	More
#000000	0.0833333333333333	0.5	2.6<thresh<3.3 FP=1 FN=2	-5 2.92562278092917	2.92562278092917	-5	Min
#FFFFFF	0.0833333333333333	0.25	3.3<thresh<4.6 FP=1 FN=3	-5 3.95283511716953	3.95283511716953	-5	More
#000000	0	0.25	4.6<thresh<6.3 FP=0 FN=3	-5 5.45202555736225	5.45202555736225	-5	Min
#FFFFFF	0	0	6.3<thresh<Inf FP=0 FN=4	-5 Inf	Inf	-5	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-4.8 -Inf	-Inf	-4.8	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-4.8 -3.5987564321254	-3.5987564321254	-4.8	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-4.8 -2.87110214393305	-2.87110214393305	-4.8	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-4.8 -2.524465240576	-2.524465240576	-4.8	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-4.8 -1.7250450381836	-1.7250450381836	-4.8	More
#FFFFFF	0.5	0.75	-1.0<thresh<0.8 FP=6 FN=1	-4.8 -0.112657524285237	-0.112657524285237	-4.8	More
#FFFFFF	0.416666666666667	0.75	0.8<thresh<1.6 FP=5 FN=1	-4.8 1.16988692973461	1.16988692973461	-4.8	More
#FFFFFF	0.416666666666667	0.5	1.6<thresh<1.7 FP=5 FN=2	-4.8 1.61885391825865	1.61885391825865	-4.8	More
#FFFFFF	0.166666666666667	0.5	1.7<thresh<2.4 FP=2 FN=2	-4.8 2.00830916989523	2.00830916989523	-4.8	More
#000000	0.0833333333333333	0.5	2.4<thresh<3.1 FP=1 FN=2	-4.8 2.72562278092917	2.72562278092917	-4.8	Min
#FFFFFF	0.0833333333333333	0.25	3.1<thresh<4.4 FP=1 FN=3	-4.8 3.75283511716953	3.75283511716953	-4.8	More
#000000	0	0.25	4.4<thresh<6.1 FP=0 FN=3	-4.8 5.25202555736225	5.25202555736225	-4.8	Min
#FFFFFF	0	0	6.1<thresh<Inf FP=0 FN=4	-4.8 Inf	Inf	-4.8	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-4.6 -Inf	-Inf	-4.6	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-4.6 -3.5987564321254	-3.5987564321254	-4.6	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-4.6 -2.87110214393305	-2.87110214393305	-4.6	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-4.6 -2.524465240576	-2.524465240576	-4.6	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-4.6 -1.7250450381836	-1.7250450381836	-4.6	More
#FFFFFF	0.5	0.75	-1.0<thresh<0.6 FP=6 FN=1	-4.6 -0.212657524285237	-0.212657524285237	-4.6	More
#FFFFFF	0.416666666666667	0.75	0.6<thresh<1.5 FP=5 FN=1	-4.6 1.01295894632013	1.01295894632013	-4.6	More
#000000	0.166666666666667	0.75	1.5<thresh<1.6 FP=2 FN=1	-4.6 1.51885391825865	1.51885391825865	-4.6	Min
#FFFFFF	0.166666666666667	0.5	1.6<thresh<2.2 FP=2 FN=2	-4.6 1.86523715330971	1.86523715330971	-4.6	More
#000000	0.0833333333333333	0.5	2.2<thresh<2.9 FP=1 FN=2	-4.6 2.52562278092917	2.52562278092917	-4.6	Min
#FFFFFF	0.0833333333333333	0.25	2.9<thresh<4.2 FP=1 FN=3	-4.6 3.55283511716953	3.55283511716953	-4.6	More
#000000	0	0.25	4.2<thresh<5.9 FP=0 FN=3	-4.6 5.05202555736225	5.05202555736225	-4.6	Min
#FFFFFF	0	0	5.9<thresh<Inf FP=0 FN=4	-4.6 Inf	Inf	-4.6	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-4.4 -Inf	-Inf	-4.4	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-4.4 -3.5987564321254	-3.5987564321254	-4.4	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-4.4 -2.87110214393305	-2.87110214393305	-4.4	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-4.4 -2.524465240576	-2.524465240576	-4.4	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-4.4 -1.7250450381836	-1.7250450381836	-4.4	More
#FFFFFF	0.5	0.75	-1.0<thresh<0.4 FP=6 FN=1	-4.4 -0.312657524285237	-0.312657524285237	-4.4	More
#FFFFFF	0.416666666666667	0.75	0.4<thresh<1.3 FP=5 FN=1	-4.4 0.812958946320131	0.812958946320131	-4.4	More
#000000	0.166666666666667	0.75	1.3<thresh<1.6 FP=2 FN=1	-4.4 1.41885391825865	1.41885391825865	-4.4	Min
#FFFFFF	0.166666666666667	0.5	1.6<thresh<2.0 FP=2 FN=2	-4.4 1.76523715330971	1.76523715330971	-4.4	More
#000000	0.0833333333333333	0.5	2.0<thresh<2.7 FP=1 FN=2	-4.4 2.32562278092917	2.32562278092917	-4.4	Min
#FFFFFF	0.0833333333333333	0.25	2.7<thresh<4.0 FP=1 FN=3	-4.4 3.35283511716953	3.35283511716953	-4.4	More
#000000	0	0.25	4.0<thresh<5.7 FP=0 FN=3	-4.4 4.85202555736225	4.85202555736225	-4.4	Min
#FFFFFF	0	0	5.7<thresh<Inf FP=0 FN=4	-4.4 Inf	Inf	-4.4	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-4.2 -Inf	-Inf	-4.2	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-4.2 -3.5987564321254	-3.5987564321254	-4.2	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-4.2 -2.87110214393305	-2.87110214393305	-4.2	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-4.2 -2.524465240576	-2.524465240576	-4.2	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-4.2 -1.7250450381836	-1.7250450381836	-4.2	More
#FFFFFF	0.5	0.75	-1.0<thresh<0.2 FP=6 FN=1	-4.2 -0.412657524285237	-0.412657524285237	-4.2	More
#FFFFFF	0.416666666666667	0.75	0.2<thresh<1.1 FP=5 FN=1	-4.2 0.612958946320131	0.612958946320131	-4.2	More
#000000	0.166666666666667	0.75	1.1<thresh<1.6 FP=2 FN=1	-4.2 1.31885391825865	1.31885391825865	-4.2	Min
#FFFFFF	0.166666666666667	0.5	1.6<thresh<1.8 FP=2 FN=2	-4.2 1.66523715330971	1.66523715330971	-4.2	More
#000000	0.0833333333333333	0.5	1.8<thresh<2.5 FP=1 FN=2	-4.2 2.12562278092917	2.12562278092917	-4.2	Min
#FFFFFF	0.0833333333333333	0.25	2.5<thresh<3.8 FP=1 FN=3	-4.2 3.15283511716953	3.15283511716953	-4.2	More
#000000	0	0.25	3.8<thresh<5.5 FP=0 FN=3	-4.2 4.65202555736225	4.65202555736225	-4.2	Min
#FFFFFF	0	0	5.5<thresh<Inf FP=0 FN=4	-4.2 Inf	Inf	-4.2	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-4 -Inf	-Inf	-4	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-4 -3.5987564321254	-3.5987564321254	-4	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-4 -2.87110214393305	-2.87110214393305	-4	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-4 -2.524465240576	-2.524465240576	-4	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-4 -1.7250450381836	-1.7250450381836	-4	More
#FFFFFF	0.5	0.75	-1.0<thresh<-0.0 FP=6 FN=1	-4 -0.512657524285237	-0.512657524285237	-4	More
#FFFFFF	0.416666666666667	0.75	-0.0<thresh<0.9 FP=5 FN=1	-4 0.412958946320131	0.412958946320131	-4	More
#FFFFFF	0.166666666666667	0.75	0.9<thresh<1.6 FP=2 FN=1	-4 1.20830916989523	1.20830916989523	-4	More
#000000	0.0833333333333333	0.75	1.6<thresh<1.6 FP=1 FN=1	-4 1.56523715330971	1.56523715330971	-4	Min
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<2.3 FP=1 FN=2	-4 1.9361675292926	1.9361675292926	-4	More
#FFFFFF	0.0833333333333333	0.25	2.3<thresh<3.6 FP=1 FN=3	-4 2.95283511716953	2.95283511716953	-4	More
#FFFFFF	0	0.25	3.6<thresh<5.3 FP=0 FN=3	-4 4.45202555736225	4.45202555736225	-4	More
#FFFFFF	0	0	5.3<thresh<Inf FP=0 FN=4	-4 Inf	Inf	-4	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.8 -Inf	-Inf	-3.8	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.8 -3.5987564321254	-3.5987564321254	-3.8	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.8 -2.87110214393305	-2.87110214393305	-3.8	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.8 -2.524465240576	-2.524465240576	-3.8	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.8 -1.7250450381836	-1.7250450381836	-3.8	More
#FFFFFF	0.5	0.75	-1.0<thresh<-0.2 FP=6 FN=1	-3.8 -0.612657524285237	-0.612657524285237	-3.8	More
#FFFFFF	0.416666666666667	0.75	-0.2<thresh<0.7 FP=5 FN=1	-3.8 0.212958946320131	0.212958946320131	-3.8	More
#FFFFFF	0.166666666666667	0.75	0.7<thresh<1.4 FP=2 FN=1	-3.8 1.00830916989523	1.00830916989523	-3.8	More
#000000	0.0833333333333333	0.75	1.4<thresh<1.6 FP=1 FN=1	-3.8 1.46523715330971	1.46523715330971	-3.8	Min
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<2.1 FP=1 FN=2	-3.8 1.8361675292926	1.8361675292926	-3.8	More
#FFFFFF	0.0833333333333333	0.25	2.1<thresh<3.4 FP=1 FN=3	-3.8 2.75283511716953	2.75283511716953	-3.8	More
#FFFFFF	0	0.25	3.4<thresh<5.1 FP=0 FN=3	-3.8 4.25202555736225	4.25202555736225	-3.8	More
#FFFFFF	0	0	5.1<thresh<Inf FP=0 FN=4	-3.8 Inf	Inf	-3.8	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.6 -Inf	-Inf	-3.6	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.6 -3.5987564321254	-3.5987564321254	-3.6	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.6 -2.87110214393305	-2.87110214393305	-3.6	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.6 -2.524465240576	-2.524465240576	-3.6	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.6 -1.7250450381836	-1.7250450381836	-3.6	More
#FFFFFF	0.5	0.75	-1.0<thresh<-0.4 FP=6 FN=1	-3.6 -0.712657524285237	-0.712657524285237	-3.6	More
#FFFFFF	0.416666666666667	0.75	-0.4<thresh<0.5 FP=5 FN=1	-3.6 0.0129589463201305	0.0129589463201305	-3.6	More
#FFFFFF	0.166666666666667	0.75	0.5<thresh<1.2 FP=2 FN=1	-3.6 0.808309169895229	0.808309169895229	-3.6	More
#000000	0.0833333333333333	0.75	1.2<thresh<1.6 FP=1 FN=1	-3.6 1.36523715330971	1.36523715330971	-3.6	Min
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<1.9 FP=1 FN=2	-3.6 1.7361675292926	1.7361675292926	-3.6	More
#FFFFFF	0.0833333333333333	0.25	1.9<thresh<3.2 FP=1 FN=3	-3.6 2.55283511716953	2.55283511716953	-3.6	More
#FFFFFF	0	0.25	3.2<thresh<4.9 FP=0 FN=3	-3.6 4.05202555736225	4.05202555736225	-3.6	More
#FFFFFF	0	0	4.9<thresh<Inf FP=0 FN=4	-3.6 Inf	Inf	-3.6	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.4 -Inf	-Inf	-3.4	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.4 -3.5987564321254	-3.5987564321254	-3.4	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.4 -2.87110214393305	-2.87110214393305	-3.4	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.4 -2.524465240576	-2.524465240576	-3.4	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.4 -1.7250450381836	-1.7250450381836	-3.4	More
#FFFFFF	0.5	0.75	-1.0<thresh<-0.6 FP=6 FN=1	-3.4 -0.812657524285237	-0.812657524285237	-3.4	More
#FFFFFF	0.416666666666667	0.75	-0.6<thresh<0.3 FP=5 FN=1	-3.4 -0.187041053679869	-0.187041053679869	-3.4	More
#FFFFFF	0.166666666666667	0.75	0.3<thresh<1.0 FP=2 FN=1	-3.4 0.60830916989523	0.60830916989523	-3.4	More
#000000	0.0833333333333333	0.75	1.0<thresh<1.6 FP=1 FN=1	-3.4 1.26523715330971	1.26523715330971	-3.4	Min
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<1.7 FP=1 FN=2	-3.4 1.6361675292926	1.6361675292926	-3.4	More
#FFFFFF	0.0833333333333333	0.25	1.7<thresh<3.0 FP=1 FN=3	-3.4 2.35283511716953	2.35283511716953	-3.4	More
#FFFFFF	0	0.25	3.0<thresh<4.7 FP=0 FN=3	-3.4 3.85202555736225	3.85202555736225	-3.4	More
#FFFFFF	0	0	4.7<thresh<Inf FP=0 FN=4	-3.4 Inf	Inf	-3.4	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.2 -Inf	-Inf	-3.2	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.2 -3.5987564321254	-3.5987564321254	-3.2	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.2 -2.87110214393305	-2.87110214393305	-3.2	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.2 -2.524465240576	-2.524465240576	-3.2	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.2 -1.7250450381836	-1.7250450381836	-3.2	More
#FFFFFF	0.5	0.75	-1.0<thresh<-0.8 FP=6 FN=1	-3.2 -0.912657524285237	-0.912657524285237	-3.2	More
#FFFFFF	0.416666666666667	0.75	-0.8<thresh<0.1 FP=5 FN=1	-3.2 -0.387041053679869	-0.387041053679869	-3.2	More
#FFFFFF	0.166666666666667	0.75	0.1<thresh<0.8 FP=2 FN=1	-3.2 0.40830916989523	0.408309169895229	-3.2	More
#000000	0.0833333333333333	0.75	0.8<thresh<1.5 FP=1 FN=1	-3.2 1.12562278092917	1.12562278092917	-3.2	Min
#FFFFFF	0.0833333333333333	0.5	1.5<thresh<1.6 FP=1 FN=2	-3.2 1.5361675292926	1.5361675292926	-3.2	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.8 FP=1 FN=3	-3.2 2.19244948955007	2.19244948955007	-3.2	More
#FFFFFF	0	0.25	2.8<thresh<4.5 FP=0 FN=3	-3.2 3.65202555736225	3.65202555736225	-3.2	More
#FFFFFF	0	0	4.5<thresh<Inf FP=0 FN=4	-3.2 Inf	Inf	-3.2	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3 -Inf	-Inf	-3	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3 -3.5987564321254	-3.5987564321254	-3	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3 -2.87110214393305	-2.87110214393305	-3	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3 -2.524465240576	-2.524465240576	-3	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3 -1.74839555610227	-1.74839555610227	-3	More
#FFFFFF	0.5	0.75	-1.0<thresh<-1.0 FP=6 FN=1	-3 -1.01265752428524	-1.01265752428524	-3	More
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.1 FP=5 FN=1	-3 -0.563690535761193	-0.563690535761193	-3	More
#FFFFFF	0.166666666666667	0.75	-0.1<thresh<0.6 FP=2 FN=1	-3 0.208309169895229	0.208309169895229	-3	More
#000000	0.0833333333333333	0.75	0.6<thresh<1.3 FP=1 FN=1	-3 0.925622780929171	0.925622780929171	-3	Min
#FFFFFF	0.0833333333333333	0.5	1.3<thresh<1.6 FP=1 FN=2	-3 1.4361675292926	1.4361675292926	-3	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.6 FP=1 FN=3	-3 2.09244948955007	2.09244948955007	-3	More
#FFFFFF	0	0.25	2.6<thresh<4.3 FP=0 FN=3	-3 3.45202555736225	3.45202555736225	-3	More
#FFFFFF	0	0	4.3<thresh<Inf FP=0 FN=4	-3 Inf	Inf	-3	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.8 -Inf	-Inf	-2.8	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.8 -3.5987564321254	-3.5987564321254	-2.8	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.8 -2.87110214393305	-2.87110214393305	-2.8	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.8 -2.524465240576	-2.524465240576	-2.8	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.2 FP=7 FN=1	-2.8 -1.84839555610227	-1.84839555610227	-2.8	More
#FFFFFF	0.5	0.75	-1.2<thresh<-1.0 FP=6 FN=1	-2.8 -1.11265752428524	-1.11265752428524	-2.8	More
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.3 FP=5 FN=1	-2.8 -0.663690535761193	-0.663690535761193	-2.8	More
#FFFFFF	0.166666666666667	0.75	-0.3<thresh<0.4 FP=2 FN=1	-2.8 0.00830916989522912	0.00830916989522912	-2.8	More
#000000	0.0833333333333333	0.75	0.4<thresh<1.1 FP=1 FN=1	-2.8 0.725622780929171	0.725622780929171	-2.8	Min
#FFFFFF	0.0833333333333333	0.5	1.1<thresh<1.6 FP=1 FN=2	-2.8 1.3361675292926	1.3361675292926	-2.8	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.4 FP=1 FN=3	-2.8 1.99244948955007	1.99244948955007	-2.8	More
#FFFFFF	0	0.25	2.4<thresh<4.1 FP=0 FN=3	-2.8 3.25202555736225	3.25202555736225	-2.8	More
#FFFFFF	0	0	4.1<thresh<Inf FP=0 FN=4	-2.8 Inf	Inf	-2.8	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.6 -Inf	-Inf	-2.6	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.6 -3.5987564321254	-3.5987564321254	-2.6	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.6 -2.87110214393305	-2.87110214393305	-2.6	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.6 -2.524465240576	-2.524465240576	-2.6	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.4 FP=7 FN=1	-2.6 -1.94839555610227	-1.94839555610227	-2.6	More
#FFFFFF	0.5	0.75	-1.4<thresh<-1.0 FP=6 FN=1	-2.6 -1.21265752428524	-1.21265752428524	-2.6	More
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.5 FP=5 FN=1	-2.6 -0.763690535761193	-0.763690535761193	-2.6	More
#FFFFFF	0.166666666666667	0.75	-0.5<thresh<0.2 FP=2 FN=1	-2.6 -0.191690830104771	-0.191690830104771	-2.6	More
#000000	0.0833333333333333	0.75	0.2<thresh<0.9 FP=1 FN=1	-2.6 0.52562278092917	0.525622780929171	-2.6	Min
#FFFFFF	0.0833333333333333	0.5	0.9<thresh<1.6 FP=1 FN=2	-2.6 1.2361675292926	1.2361675292926	-2.6	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.2 FP=1 FN=3	-2.6 1.89244948955007	1.89244948955007	-2.6	More
#FFFFFF	0	0.25	2.2<thresh<3.9 FP=0 FN=3	-2.6 3.05202555736225	3.05202555736225	-2.6	More
#FFFFFF	0	0	3.9<thresh<Inf FP=0 FN=4	-2.6 Inf	Inf	-2.6	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.4 -Inf	-Inf	-2.4	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.4 -3.5987564321254	-3.5987564321254	-2.4	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.4 -2.87110214393305	-2.87110214393305	-2.4	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.4 -2.524465240576	-2.524465240576	-2.4	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.6 FP=7 FN=1	-2.4 -2.04839555610227	-2.04839555610227	-2.4	More
#FFFFFF	0.5	0.75	-1.6<thresh<-1.0 FP=6 FN=1	-2.4 -1.31265752428524	-1.31265752428524	-2.4	More
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.7 FP=5 FN=1	-2.4 -0.863690535761193	-0.863690535761193	-2.4	More
#FFFFFF	0.166666666666667	0.75	-0.7<thresh<-0.0 FP=2 FN=1	-2.4 -0.39169083010477	-0.39169083010477	-2.4	More
#000000	0.0833333333333333	0.75	-0.0<thresh<0.7 FP=1 FN=1	-2.4 0.325622780929171	0.325622780929171	-2.4	Min
#FFFFFF	0.0833333333333333	0.5	0.7<thresh<1.6 FP=1 FN=2	-2.4 1.1361675292926	1.1361675292926	-2.4	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.0 FP=1 FN=3	-2.4 1.79244948955007	1.79244948955007	-2.4	More
#FFFFFF	0	0.25	2.0<thresh<3.7 FP=0 FN=3	-2.4 2.85202555736225	2.85202555736225	-2.4	More
#FFFFFF	0	0	3.7<thresh<Inf FP=0 FN=4	-2.4 Inf	Inf	-2.4	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.2 -Inf	-Inf	-2.2	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.2 -3.5987564321254	-3.5987564321254	-2.2	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.2 -2.87110214393305	-2.87110214393305	-2.2	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.2 -2.524465240576	-2.524465240576	-2.2	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.8 FP=7 FN=1	-2.2 -2.14839555610227	-2.14839555610227	-2.2	More
#FFFFFF	0.5	0.75	-1.8<thresh<-1.0 FP=6 FN=1	-2.2 -1.41265752428524	-1.41265752428524	-2.2	More
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.9 FP=5 FN=1	-2.2 -0.963690535761193	-0.963690535761193	-2.2	More
#FFFFFF	0.166666666666667	0.75	-0.9<thresh<-0.2 FP=2 FN=1	-2.2 -0.591690830104771	-0.591690830104771	-2.2	More
#000000	0.0833333333333333	0.75	-0.2<thresh<0.5 FP=1 FN=1	-2.2 0.12562278092917	0.12562278092917	-2.2	Min
#FFFFFF	0.0833333333333333	0.5	0.5<thresh<1.6 FP=1 FN=2	-2.2 1.0361675292926	1.0361675292926	-2.2	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<1.8 FP=1 FN=3	-2.2 1.69244948955007	1.69244948955007	-2.2	More
#FFFFFF	0	0.25	1.8<thresh<3.5 FP=0 FN=3	-2.2 2.65202555736225	2.65202555736225	-2.2	More
#FFFFFF	0	0	3.5<thresh<Inf FP=0 FN=4	-2.2 Inf	Inf	-2.2	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2 -Inf	-Inf	-2	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2 -3.5987564321254	-3.5987564321254	-2	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2 -2.87110214393305	-2.87110214393305	-2	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2 -2.524465240576	-2.524465240576	-2	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.0 FP=7 FN=1	-2 -2.24839555610227	-2.24839555610227	-2	More
#FFFFFF	0.5	0.75	-2.0<thresh<-1.1 FP=6 FN=1	-2 -1.58704105367987	-1.58704105367987	-2	More
#FFFFFF	0.25	0.75	-1.1<thresh<-1.0 FP=3 FN=1	-2 -1.06369053576119	-1.06369053576119	-2	More
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.4 FP=2 FN=1	-2 -0.717307300710138	-0.717307300710139	-2	More
#000000	0.0833333333333333	0.75	-0.4<thresh<0.3 FP=1 FN=1	-2 -0.0743772190708292	-0.0743772190708292	-2	Min
#FFFFFF	0.0833333333333333	0.5	0.3<thresh<1.6 FP=1 FN=2	-2 0.936167529292596	0.936167529292596	-2	More
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<1.6 FP=1 FN=3	-2 1.59244948955007	1.59244948955007	-2	More
#FFFFFF	0	0.25	1.6<thresh<3.3 FP=0 FN=3	-2 2.45202555736225	2.45202555736225	-2	More
#FFFFFF	0	0	3.3<thresh<Inf FP=0 FN=4	-2 Inf	Inf	-2	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.8 -Inf	-Inf	-1.8	More
