x	y	PANEL	group
43452.604	4	1	-1
43452.606	4	1	-1
43452.606	3	1	-1
43452.618	3	3	-1
43452.618	3	3	-1
43452.639	3	1	-1
43452.639	2	1	-1
43452.66	2	1	-1
43452.66	1	1	-1
43452.671	1	1	-1
43452.671	2	1	-1
43452.7	2	3	-1
43452.7	2	3	-1
43452.704	2	1	-1
43452.704	3	1	-1
43452.722	3	1	-1
43452.722	2	1	-1
43452.729	2	3	-1
43452.729	0	3	-1
43452.776	0	1	-1
43452.776	3	1	-1
43452.795	3	1	-1
43452.795	2	1	-1
43452.829	2	1	-1
43452.829	1	1	-1
43452.901	1	1	-1
43452.901	0	1	-1
43452.965	0	3	-1
43452.965	1	3	-1
43452.967	1	3	-1
43452.967	2	3	-1
43452.993	2	1	-1
43452.993	1	1	-1
43452.998	1	3	-1
43452.998	4	3	-1
43453.023	4	1	-1
43453.023	2	1	-1
43453.025	2	3	-1
43453.025	5	3	-1
43453.081	5	1	-1
43453.081	3	1	-1
43453.084	3	1	-1
43453.084	4	1	-1
43453.087	4	1	-1
43453.087	5	1	-1
43453.088	5	3	-1
43453.088	6	3	-1
43453.09	6	3	-1
43453.09	5	3	-1
43453.117	5	1	-1
43453.117	4	1	-1
43453.117	4	3	-1
43453.117	3	3	-1
43453.147	3	1	-1
43453.147	3	1	-1
43453.149	3	1	-1
43453.149	4	1	-1
43453.15	4	3	-1
43453.15	2	3	-1
43453.154	2	1	-1
43453.154	6	1	-1
43453.194	6	1	-1
43453.194	4	1	-1
43453.197	4	1	-1
43453.197	5	1	-1
43453.204	5	3	-1
43453.204	3	3	-1
43453.205	3	1	-1
43453.205	4	1	-1
43453.209	4	1	-1
43453.209	3	1	-1
43453.212	3	1	-1
43453.212	2	1	-1
43453.213	2	3	-1
43453.213	2	3	-1
43453.227	2	1	-1
43453.227	3	1	-1
43453.236	3	1	-1
43453.236	4	1	-1
43453.239	4	1	-1
43453.239	5	1	-1
43453.273	5	1	-1
43453.273	4	1	-1
43453.322	4	1	-1
43453.322	3	1	-1
43453.329	3	3	-1
43453.329	1	3	-1
43453.331	1	3	-1
43453.331	2	3	-1
43453.337	2	3	-1
43453.337	1	3	-1
43453.346	1	3	-1
43453.346	2	3	-1
43453.351	2	1	-1
43453.351	2	1	-1
43453.361	2	1	-1
43453.361	1	1	-1
43453.364	1	1	-1
43453.364	0	1	-1
43453.372	0	1	-1
43453.372	1	1	-1
43453.41	1	1	-1
43453.41	2	1	-1
43453.415	2	1	-1
43453.415	4	1	-1
43453.423	4	3	-1
43453.423	3	3	-1
43453.439	3	1	-1
43453.439	5	1	-1
43453.449	5	3	-1
43453.449	4	3	-1
43453.456	4	3	-1
43453.456	3	3	-1
43453.466	3	3	-1
43453.466	4	3	-1
43453.486	4	1	-1
43453.486	6	1	-1
43453.496	6	1	-1
43453.496	5	1	-1
43453.509	5	1	-1
43453.509	7	1	-1
43453.524	7	1	-1
43453.524	8	1	-1
43453.525	8	1	-1
43453.525	6	1	-1
43453.535	6	1	-1
43453.535	5	1	-1
43453.547	5	3	-1
43453.547	3	3	-1
43453.563	3	1	-1
43453.563	4	1	-1
43453.572	4	3	-1
43453.572	2	3	-1
43453.582	2	1	-1
43453.582	5	1	-1
43453.591	5	1	-1
43453.591	3	1	-1
43453.591	3	3	-1
43453.591	0	3	-1
43453.61	0	1	-1
43453.61	2	1	-1
43453.612	2	3	-1
43453.612	1	3	-1
43453.64	1	3	-1
43453.64	2	3	-1
43453.649	2	1	-1
43453.649	1	1	-1
43453.663	1	3	-1
43453.663	3	3	-1
43453.707	3	1	-1
43453.707	0	1	-1
43453.735	0	3	-1
43453.735	2	3	-1
43453.754	2	1	-1
43453.754	1	1	-1
43453.765	1	3	-1
43453.765	1	3	-1
43453.788	1	3	-1
43453.788	0	3	-1
43453.8	0	3	-1
43453.8	1	3	-1
43453.805	1	3	-1
43453.805	2	3	-1
43453.821	2	3	-1
43453.821	3	3	-1
43453.822	3	1	-1
43453.822	2	1	-1
43453.841	2	3	-1
43453.841	4	3	-1
43453.879	4	1	-1
43453.879	1	1	-1
43453.923	1	3	-1
43453.923	3	3	-1
43453.946	3	3	-1
43453.946	2	3	-1
43453.947	2	1	-1
43453.947	0	1	-1
43453.966	0	3	-1
43453.966	1	3	-1
43453.972	1	3	-1
43453.972	2	3	-1
43453.979	2	1	-1
43453.979	3	1	-1
43453.99	3	1	-1
43453.99	5	1	-1
43454.023	5	1	-1
43454.023	3	1	-1
43454.054	3	3	-1
43454.054	1	3	-1
43454.067	1	3	-1
43454.067	2	3	-1
43454.075	2	1	-1
43454.075	2	1	-1
43454.076	2	1	-1
43454.076	1	1	-1
43454.097	1	3	-1
43454.097	1	3	-1
43454.102	1	3	-1
43454.102	2	3	-1
43454.142	2	1	-1
43454.142	0	1	-1
43454.156	0	3	-1
43454.156	3	3	-1
43454.164	3	3	-1
43454.164	4	3	-1
43454.171	4	1	-1
43454.171	2	1	-1
43454.172	2	3	-1
43454.172	5	3	-1
43454.183	5	3	-1
43454.183	6	3	-1
43454.185	6	3	-1
43454.185	7	3	-1
43454.192	7	3	-1
43454.192	6	3	-1
43454.223	6	1	-1
43454.223	3	1	-1
43454.227	3	3	-1
43454.227	5	3	-1
43454.245	5	1	-1
43454.245	4	1	-1
43454.277	4	3	-1
43454.277	4	3	-1
43454.281	4	1	-1
43454.281	5	1	-1
43454.288	5	1	-1
43454.288	6	1	-1
43454.288	6	3	-1
43454.288	3	3	-1
43454.295	3	1	-1
43454.295	5	1	-1
43454.296	5	1	-1
43454.296	4	1	-1
43454.297	4	3	-1
43454.297	2	3	-1
43454.302	2	3	-1
43454.302	0	3	-1
43454.348	0	1	-1
43454.348	3	1	-1
43454.36	3	1	-1
43454.36	2	1	-1
43454.392	2	3	-1
43454.392	1	3	-1
43454.405	1	1	-1
43454.405	1	1	-1
43454.413	1	1	-1
43454.413	0	1	-1
43454.417	0	3	-1
43454.417	2	3	-1
43454.504	2	3	-1
43454.504	1	3	-1
43454.571	1	1	-1
43454.571	1	1	-1
43454.598	1	3	-1
43454.598	0	3	-1
43454.648	0	1	-1
43454.648	2	1	-1
43454.684	2	1	-1
43454.684	3	1	-1
43454.684	3	3	-1
43454.684	1	3	-1
43454.69	1	1	-1
43454.69	5	1	-1
43454.696	5	1	-1
43454.696	4	1	-1
43454.706	4	1	-1
43454.706	5	1	-1
43454.712	5	3	-1
43454.712	2	3	-1
43454.727	2	1	-1
43454.727	6	1	-1
43454.731	6	1	-1
43454.731	4	1	-1
43454.753	4	3	-1
43454.753	3	3	-1
43454.77	3	1	-1
43454.77	3	1	-1
43454.776	3	1	-1
43454.776	4	1	-1
43454.809	4	1	-1
43454.809	3	1	-1
43454.831	3	1	-1
43454.831	2	1	-1
43454.831	2	3	-1
43454.831	2	3	-1
43454.832	2	1	-1
43454.832	4	1	-1
43454.834	4	1	-1
43454.834	5	1	-1
43454.837	5	3	-1
43454.837	1	3	-1
43454.846	1	3	-1
43454.846	2	3	-1
43454.852	2	1	-1
43454.852	4	1	-1
43454.853	4	3	-1
43454.853	4	3	-1
43454.863	4	3	-1
43454.863	6	3	-1
43454.865	6	3	-1
43454.865	8	3	-1
43454.878	8	3	-1
43454.878	7	3	-1
43454.891	7	3	-1
43454.891	8	3	-1
43454.893	8	1	-1
43454.893	2	1	-1
43454.9	2	1	-1
43454.9	1	1	-1
43454.903	1	3	-1
43454.903	6	3	-1
43454.927	6	1	-1
43454.927	2	1	-1
43454.936	2	3	-1
43454.936	7	3	-1
43454.945	7	3	-1
43454.945	5	3	-1
43454.958	5	1	-1
43454.958	1	1	-1
43454.97	1	3	-1
43454.97	4	3	-1
43454.983	4	3	-1
43454.983	2	3	-1
43454.984	2	3	-1
43454.984	3	3	-1
43454.985	3	1	-1
43454.985	3	1	-1
43454.987	3	1	-1
43454.987	4	1	-1
43454.997	4	3	-1
43454.997	5	3	-1
43455.006	5	3	-1
43455.006	6	3	-1
43455.016	6	3	-1
43455.016	5	3	-1
43455.042	5	1	-1
43455.042	5	1	-1
43455.049	5	1	-1
43455.049	4	1	-1
43455.061	4	1	-1
43455.061	2	1	-1
43455.061	2	3	-1
43455.061	4	3	-1
43455.063	4	1	-1
43455.063	3	1	-1
43455.08	3	1	-1
43455.08	4	1	-1
43455.085	4	3	-1
43455.085	2	3	-1
43455.098	2	1	-1
43455.098	5	1	-1
43455.098	5	3	-1
43455.098	3	3	-1
43455.103	3	3	-1
43455.103	4	3	-1
43455.109	4	3	-1
43455.109	3	3	-1
43455.11	3	1	-1
43455.11	4	1	-1
43455.111	4	1	-1
43455.111	5	1	-1
43455.111	5	3	-1
43455.111	6	3	-1
43455.124	6	1	-1
43455.124	6	1	-1
43455.131	6	3	-1
43455.131	5	3	-1
43455.138	5	1	-1
43455.138	8	1	-1
43455.14	8	3	-1
43455.14	7	3	-1
43455.141	7	3	-1
43455.141	8	3	-1
43455.143	8	3	-1
43455.143	9	3	-1
43455.144	9	1	-1
43455.144	9	1	-1
43455.149	9	3	-1
43455.149	10	3	-1
43455.153	10	3	-1
43455.153	11	3	-1
43455.154	11	1	-1
43455.154	10	1	-1
43455.162	10	3	-1
43455.162	12	3	-1
43455.165	12	3	-1
43455.165	15	3	-1
43455.167	15	1	-1
43455.167	9	1	-1
43455.17	9	3	-1
43455.17	14	3	-1
43455.171	14	3	-1
43455.171	13	3	-1
43455.188	13	1	-1
43455.188	8	1	-1
43455.192	8	3	-1
43455.192	14	3	-1
43455.211	14	3	-1
43455.211	15	3	-1
43455.215	15	3	-1
43455.215	13	3	-1
43455.222	13	3	-1
43455.222	11	3	-1
43455.223	11	1	-1
43455.223	7	1	-1
43455.227	7	1	-1
43455.227	8	1	-1
43455.233	8	3	-1
43455.233	12	3	-1
43455.235	12	1	-1
43455.235	7	1	-1
43455.236	7	3	-1
43455.236	11	3	-1
43455.249	11	1	-1
43455.249	8	1	-1
43455.257	8	1	-1
43455.257	9	1	-1
43455.262	9	1	-1
43455.262	7	1	-1
43455.264	7	3	-1
43455.264	8	3	-1
43455.265	8	1	-1
43455.265	8	1	-1
43455.265	8	3	-1
43455.265	9	3	-1
43455.267	9	3	-1
43455.267	10	3	-1
43455.268	10	1	-1
43455.268	9	1	-1
43455.269	9	1	-1
43455.269	8	1	-1
43455.278	8	3	-1
43455.278	9	3	-1
43455.279	9	1	-1
43455.279	7	1	-1
43455.286	7	1	-1
43455.286	8	1	-1
43455.287	8	3	-1
43455.287	8	3	-1
43455.289	8	3	-1
43455.289	7	3	-1
43455.291	7	1	-1
43455.291	9	1	-1
43455.292	9	1	-1
43455.292	10	1	-1
43455.297	10	1	-1
43455.297	12	1	-1
43455.297	12	3	-1
43455.297	8	3	-1
43455.307	8	3	-1
43455.307	10	3	-1
43455.309	10	1	-1
43455.309	14	1	-1
43455.309	14	3	-1
43455.309	11	3	-1
43455.314	11	1	-1
43455.314	18	1	-1
43455.316	18	3	-1
43455.316	10	3	-1
43455.32	10	3	-1
43455.32	12	3	-1
43455.323	12	1	-1
43455.323	16	1	-1
43455.326	16	3	-1
43455.326	13	3	-1
43455.327	13	1	-1
43455.327	17	1	-1
43455.328	17	1	-1
43455.328	18	1	-1
43455.336	18	3	-1
43455.336	12	3	-1
43455.344	12	1	-1
43455.344	20	1	-1
43455.349	20	1	-1
43455.349	19	1	-1
43455.35	19	1	-1
43455.35	17	1	-1
43455.351	17	1	-1
43455.351	15	1	-1
43455.352	15	3	-1
43455.352	14	3	-1
43455.354	14	3	-1
43455.354	18	3	-1
43455.358	18	3	-1
43455.358	17	3	-1
43455.359	17	1	-1
43455.359	17	1	-1
43455.37	17	3	-1
43455.37	18	3	-1
43455.377	18	1	-1
43455.377	16	1	-1
43455.379	16	3	-1
43455.379	16	3	-1
43455.389	16	3	-1
43455.389	15	3	-1
43455.39	15	1	-1
43455.39	15	1	-1
43455.391	15	1	-1
43455.391	14	1	-1
43455.395	14	3	-1
43455.395	14	3	-1
43455.405	14	1	-1
43455.405	15	1	-1
43455.407	15	1	-1
43455.407	11	1	-1
43455.409	11	1	-1
43455.409	10	1	-1
43455.41	10	1	-1
43455.41	9	1	-1
43455.41	9	3	-1
43455.41	15	3	-1
43455.413	15	3	-1
43455.413	16	3	-1
43455.415	16	1	-1
43455.415	7	1	-1
43455.419	7	3	-1
43455.419	14	3	-1
43455.422	14	3	-1
43455.422	13	3	-1
43455.427	13	3	-1
43455.427	11	3	-1
43455.432	11	3	-1
43455.432	9	3	-1
43455.434	9	3	-1
43455.434	8	3	-1
43455.439	8	1	-1
43455.439	5	1	-1
43455.444	5	3	-1
43455.444	7	3	-1
43455.445	7	3	-1
43455.445	4	3	-1
43455.45	4	1	-1
43455.45	2	1	-1
43455.451	2	1	-1
43455.451	0	1	-1
43455.451	0	3	-1
43455.451	3	3	-1
43455.478	3	3	-1
43455.478	4	3	-1
43455.48	4	3	-1
43455.48	5	3	-1
43455.49	5	3	-1
43455.49	6	3	-1
43455.495	6	3	-1
43455.495	5	3	-1
43455.531	5	3	-1
43455.531	4	3	-1
43455.536	4	3	-1
43455.536	3	3	-1
43455.55	3	3	-1
43455.55	4	3	-1
43455.56	4	1	-1
43455.56	1	1	-1
43455.561	1	3	-1
43455.561	6	3	-1
43455.603	6	3	-1
43455.603	5	3	-1
43455.605	5	3	-1
43455.605	4	3	-1
43455.615	4	3	-1
43455.615	3	3	-1
43455.624	3	3	-1
43455.624	4	3	-1
43455.649	4	1	-1
43455.649	2	1	-1
43455.664	2	3	-1
43455.664	2	3	-1
43455.675	2	3	-1
43455.675	1	3	-1
43455.685	1	1	-1
43455.685	1	1	-1
43455.728	1	1	-1
43455.728	2	1	-1
43455.732	2	1	-1
43455.732	3	1	-1
43455.749	3	3	-1
43455.749	0	3	-1
43455.753	0	1	-1
43455.753	4	1	-1
43455.773	4	1	-1
43455.773	3	1	-1
43455.774	3	3	-1
43455.774	1	3	-1
43455.816	1	1	-1
43455.816	4	1	-1
43455.819	4	3	-1
43455.819	2	3	-1
43455.821	2	1	-1
43455.821	6	1	-1
43455.83	6	3	-1
43455.83	3	3	-1
43455.845	3	1	-1
43455.845	5	1	-1
43455.855	5	1	-1
43455.855	4	1	-1
43455.871	4	1	-1
43455.871	2	1	-1
43455.877	2	1	-1
43455.877	1	1	-1
43455.893	1	3	-1
43455.893	2	3	-1
43455.908	2	3	-1
43455.908	3	3	-1
43455.917	3	1	-1
43455.917	2	1	-1
43455.941	2	1	-1
43455.941	1	1	-1
43455.944	1	3	-1
43455.944	2	3	-1
43455.955	2	3	-1
43455.955	1	3	-1
43455.995	1	1	-1
43455.995	2	1	-1
43456.001	2	3	-1
43456.001	2	3	-1
43456.025	2	3	-1
43456.025	1	3	-1
43456.042	1	1	-1
43456.042	1	1	-1
43456.058	1	1	-1
43456.058	2	1	-1
43456.059	2	1	-1
43456.059	3	1	-1
43456.073	3	3	-1
43456.073	2	3	-1
43456.097	2	3	-1
43456.097	3	3	-1
43456.1	3	3	-1
43456.1	4	3	-1
43456.11	4	1	-1
43456.11	1	1	-1
43456.119	1	1	-1
43456.119	0	1	-1
43456.126	0	3	-1
43456.126	3	3	-1
43456.186	3	3	-1
43456.186	1	3	-1
43456.197	1	3	-1
43456.197	0	3	-1
43456.238	0	3	-1
43456.238	1	3	-1
43456.245	1	3	-1
43456.245	2	3	-1
43456.311	2	3	-1
43456.311	3	3	-1
43456.354	3	3	-1
43456.354	1	3	-1
43456.355	1	3	-1
43456.355	3	3	-1
43456.364	3	3	-1
43456.364	2	3	-1
43456.371	2	3	-1
43456.371	1	3	-1
43456.373	1	3	-1
43456.373	2	3	-1
43456.381	2	1	-1
43456.381	2	1	-1
43456.383	2	1	-1
43456.383	3	1	-1
43456.384	3	1	-1
43456.384	5	1	-1
43456.399	5	1	-1
43456.399	6	1	-1
43456.404	6	3	-1
43456.404	3	3	-1
43456.419	3	3	-1
43456.419	4	3	-1
43456.434	4	3	-1
43456.434	3	3	-1
43456.442	3	1	-1
43456.442	7	1	-1
43456.457	7	1	-1
43456.457	8	1	-1
43456.464	8	3	-1
43456.464	4	3	-1
43456.465	4	3	-1
43456.465	5	3	-1
43456.486	5	1	-1
43456.486	7	1	-1
43456.488	7	1	-1
43456.488	4	1	-1
43456.489	4	3	-1
43456.489	6	3	-1
43456.497	6	3	-1
43456.497	5	3	-1
43456.507	5	1	-1
43456.507	3	1	-1
43456.521	3	3	-1
43456.521	6	3	-1
43456.524	6	1	-1
43456.524	2	1	-1
43456.526	2	1	-1
43456.526	1	1	-1
43456.528	1	1	-1
43456.528	2	1	-1
43456.529	2	3	-1
43456.529	5	3	-1
43456.532	5	3	-1
43456.532	4	3	-1
43456.533	4	3	-1
43456.533	5	3	-1
43456.541	5	3	-1
43456.541	4	3	-1
43456.567	4	1	-1
43456.567	1	1	-1
43456.567	1	3	-1
43456.567	5	3	-1
43456.583	5	1	-1
43456.583	0	1	-1
43456.59	0	3	-1
43456.59	3	3	-1
43456.601	3	3	-1
43456.601	4	3	-1
43456.603	4	3	-1
43456.603	5	3	-1
43456.611	5	3	-1
43456.611	4	3	-1
43456.616	4	3	-1
43456.616	5	3	-1
43456.646	5	3	-1
43456.646	4	3	-1
43456.651	4	3	-1
43456.651	5	3	-1
43456.691	5	3	-1
43456.691	4	3	-1
43456.706	4	3	-1
43456.706	3	3	-1
43456.727	3	3	-1
43456.727	2	3	-1
43456.806	2	3	-1
43456.806	1	3	-1
43456.817	1	3	-1
43456.817	0	3	-1
43456.828	0	3	-1
43456.828	1	3	-1
43456.868	1	3	-1
43456.868	2	3	-1
43456.874	2	3	-1
43456.874	3	3	-1
43456.907	3	1	-1
43456.907	1	1	-1
43456.922	1	1	-1
43456.922	2	1	-1
43456.93	2	3	-1
43456.93	5	3	-1
43456.934	5	1	-1
43456.934	3	1	-1
43456.948	3	3	-1
43456.948	6	3	-1
43456.952	6	3	-1
43456.952	5	3	-1
43456.966	5	3	-1
43456.966	6	3	-1
43456.97	6	3	-1
43456.97	7	3	-1
43456.999	7	3	-1
43456.999	6	3	-1
43501.991	6	4	-1
43501.991	2	4	-1
43501.993	2	2	-1
43501.993	4	2	-1
43502.005	4	4	-1
43502.005	3	4	-1
43502.01	3	4	-1
43502.01	4	4	-1
43502.014	4	2	-1
43502.014	3	2	-1
43502.024	3	2	-1
43502.024	1	2	-1
43502.028	1	2	-1
43502.028	2	2	-1
43502.031	2	4	-1
43502.031	3	4	-1
43502.073	3	2	-1
43502.073	0	2	-1
43502.075	0	2	-1
43502.075	2	2	-1
43502.085	2	4	-1
43502.085	4	4	-1
43502.086	4	4	-1
43502.086	5	4	-1
43502.111	5	4	-1
43502.111	4	4	-1
43502.12	4	2	-1
43502.12	1	2	-1
43502.129	1	4	-1
43502.129	3	4	-1
43502.135	3	4	-1
43502.135	2	4	-1
43502.155	2	2	-1
43502.155	0	2	-1
43502.201	0	4	-1
43502.201	4	4	-1
43502.21	4	4	-1
43502.21	2	4	-1
43502.238	2	4	-1
43502.238	3	4	-1
43502.252	3	4	-1
43502.252	4	4	-1
43502.289	4	2	-1
43502.289	2	2	-1
43502.303	2	2	-1
43502.303	3	2	-1
43502.309	3	2	-1
43502.309	4	2	-1
43502.312	4	4	-1
43502.312	3	4	-1
43502.324	3	2	-1
43502.324	6	2	-1
43502.34	6	2	-1
43502.34	7	2	-1
43502.353	7	4	-1
43502.353	4	4	-1
43502.36	4	4	-1
43502.36	3	4	-1
43502.368	3	2	-1
43502.368	8	2	-1
43502.368	8	4	-1
43502.368	4	4	-1
43502.374	4	2	-1
43502.374	6	2	-1
43502.376	6	4	-1
43502.376	3	4	-1
43502.38	3	4	-1
43502.38	4	4	-1
43502.397	4	4	-1
43502.397	5	4	-1
43502.399	5	2	-1
43502.399	4	2	-1
43502.399	4	4	-1
43502.399	6	4	-1
43502.41	6	2	-1
43502.41	5	2	-1
43502.411	5	2	-1
43502.411	7	2	-1
43502.412	7	4	-1
43502.412	7	4	-1
43502.422	7	4	-1
43502.422	8	4	-1
43502.428	8	2	-1
43502.428	6	2	-1
43502.435	6	4	-1
43502.435	7	4	-1
43502.462	7	2	-1
43502.462	7	2	-1
43502.464	7	2	-1
43502.464	6	2	-1
43502.47	6	4	-1
43502.47	8	4	-1
43502.471	8	2	-1
43502.471	7	2	-1
43502.475	7	4	-1
43502.475	9	4	-1
43502.478	9	4	-1
43502.478	8	4	-1
43502.488	8	2	-1
43502.488	8	2	-1
43502.493	8	2	-1
43502.493	7	2	-1
43502.493	7	4	-1
43502.493	7	4	-1
43502.503	7	4	-1
43502.503	6	4	-1
43502.519	6	4	-1
43502.519	5	4	-1
43502.521	5	4	-1
43502.521	4	4	-1
43502.535	4	2	-1
43502.535	6	2	-1
43502.535	6	4	-1
43502.535	3	4	-1
43502.536	3	2	-1
43502.536	4	2	-1
43502.54	4	4	-1
43502.54	2	4	-1
43502.542	2	2	-1
43502.542	5	2	-1
43502.545	5	4	-1
43502.545	3	4	-1
43502.55	3	2	-1
43502.55	7	2	-1
43502.553	7	4	-1
43502.553	4	4	-1
43502.558	4	2	-1
43502.558	9	2	-1
43502.559	9	2	-1
43502.559	8	2	-1
43502.566	8	2	-1
43502.566	9	2	-1
43502.578	9	4	-1
43502.578	6	4	-1
43502.582	6	4	-1
43502.582	8	4	-1
43502.586	8	4	-1
43502.586	10	4	-1
43502.587	10	2	-1
43502.587	8	2	-1
43502.588	8	4	-1
43502.588	11	4	-1
43502.595	11	2	-1
43502.595	7	2	-1
43502.595	7	4	-1
43502.595	10	4	-1
43502.6	10	4	-1
43502.6	9	4	-1
43502.612	9	2	-1
43502.612	8	2	-1
43502.619	8	4	-1
43502.619	10	4	-1
43502.627	10	4	-1
43502.627	11	4	-1
43502.638	11	4	-1
43502.638	13	4	-1
43502.647	13	2	-1
43502.647	10	2	-1
43502.649	10	4	-1
43502.649	12	4	-1
43502.658	12	4	-1
43502.658	13	4	-1
43502.661	13	2	-1
43502.661	12	2	-1
43502.664	12	2	-1
43502.664	11	2	-1
43502.665	11	2	-1
43502.665	10	2	-1
43502.667	10	2	-1
43502.667	9	2	-1
43502.67	9	2	-1
43502.67	7	2	-1
43502.67	7	4	-1
43502.67	12	4	-1
43502.676	12	4	-1
43502.676	13	4	-1
43502.677	13	2	-1
43502.677	5	2	-1
43502.677	5	4	-1
43502.677	12	4	-1
43502.678	12	4	-1
43502.678	10	4	-1
43502.679	10	4	-1
43502.679	11	4	-1
43502.68	11	4	-1
43502.68	10	4	-1
43502.682	10	4	-1
43502.682	11	4	-1
43502.684	11	4	-1
43502.684	12	4	-1
43502.686	12	4	-1
43502.686	13	4	-1
43502.688	13	2	-1
43502.688	4	2	-1
43502.69	4	4	-1
43502.69	11	4	-1
43502.691	11	2	-1
43502.691	3	2	-1
43502.691	3	4	-1
43502.691	9	4	-1
43502.693	9	2	-1
43502.693	2	2	-1
43502.696	2	4	-1
43502.696	10	4	-1
43502.699	10	2	-1
43502.699	4	2	-1
43502.713	4	4	-1
43502.713	9	4	-1
43502.719	9	4	-1
43502.719	7	4	-1
43502.723	7	2	-1
43502.723	6	2	-1
43502.725	6	4	-1
43502.725	8	4	-1
43502.732	8	4	-1
43502.732	7	4	-1
43502.74	7	2	-1
43502.74	4	2	-1
43502.745	4	2	-1
43502.745	2	2	-1
43502.752	2	4	-1
43502.752	6	4	-1
43502.761	6	4	-1
43502.761	7	4	-1
43502.771	7	2	-1
43502.771	0	2	-1
43502.774	0	4	-1
43502.774	6	4	-1
43502.776	6	4	-1
43502.776	5	4	-1
43502.78	5	4	-1
43502.78	6	4	-1
43502.782	6	4	-1
43502.782	5	4	-1
43502.783	5	4	-1
43502.783	6	4	-1
43502.793	6	4	-1
43502.793	7	4	-1
43502.808	7	4	-1
43502.808	6	4	-1
43502.815	6	4	-1
43502.815	7	4	-1
43502.821	7	4	-1
43502.821	6	4	-1
43502.85	6	4	-1
43502.85	5	4	-1
43502.862	5	4	-1
43502.862	6	4	-1
43502.882	6	2	-1
43502.882	1	2	-1
43502.886	1	4	-1
43502.886	5	4	-1
43502.894	5	2	-1
43502.894	3	2	-1
43502.896	3	2	-1
43502.896	4	2	-1
43502.899	4	4	-1
43502.899	6	4	-1
43502.904	6	2	-1
43502.904	5	2	-1
43502.905	5	4	-1
43502.905	4	4	-1
43502.907	4	4	-1
43502.907	3	4	-1
43502.918	3	2	-1
43502.918	6	2	-1
43502.94	6	4	-1
43502.94	2	4	-1
43502.953	2	2	-1
43502.953	7	2	-1
43502.953	7	4	-1
43502.953	3	4	-1
43502.961	3	4	-1
43502.961	4	4	-1
43502.974	4	4	-1
43502.974	5	4	-1
43502.981	5	2	-1
43502.981	9	2	-1
43502.986	9	4	-1
43502.986	4	4	-1
43502.998	4	2	-1
43502.998	7	2	-1
43503.007	7	2	-1
43503.007	6	2	-1
43503.01	6	2	-1
43503.01	9	2	-1
43503.015	9	2	-1
43503.015	12	2	-1
43503.016	12	4	-1
43503.016	5	4	-1
43503.019	5	2	-1
43503.019	11	2	-1
43503.024	11	4	-1
43503.024	4	4	-1
43503.029	4	2	-1
43503.029	10	2	-1
43503.036	10	4	-1
43503.036	5	4	-1
43503.04	5	2	-1
43503.04	11	2	-1
43503.042	11	2	-1
43503.042	10	2	-1
43503.045	10	4	-1
43503.045	6	4	-1
43503.056	6	2	-1
43503.056	9	2	-1
43503.066	9	2	-1
43503.066	10	2	-1
43503.068	10	2	-1
43503.068	8	2	-1
43503.069	8	4	-1
43503.069	7	4	-1
43503.078	7	2	-1
43503.078	7	2	-1
43503.078	7	4	-1
43503.078	6	4	-1
43503.08	6	2	-1
43503.08	8	2	-1
43503.081	8	2	-1
43503.081	6	2	-1
43503.086	6	4	-1
43503.086	5	4	-1
43503.087	5	2	-1
43503.087	7	2	-1
43503.091	7	2	-1
43503.091	9	2	-1
43503.101	9	2	-1
43503.101	12	2	-1
43503.101	12	4	-1
43503.101	6	4	-1
43503.116	6	4	-1
43503.116	7	4	-1
43503.131	7	2	-1
43503.131	11	2	-1
43503.132	11	2	-1
43503.132	10	2	-1
43503.135	10	2	-1
43503.135	9	2	-1
43503.139	9	2	-1
43503.139	8	2	-1
43503.14	8	4	-1
43503.14	6	4	-1
43503.147	6	2	-1
43503.147	9	2	-1
43503.155	9	4	-1
43503.155	7	4	-1
43503.16	7	4	-1
43503.16	6	4	-1
43503.164	6	2	-1
43503.164	8	2	-1
43503.168	8	2	-1
43503.168	10	2	-1
43503.169	10	4	-1
43503.169	5	4	-1
43503.177	5	2	-1
43503.177	9	2	-1
43503.183	9	4	-1
43503.183	6	4	-1
43503.186	6	2	-1
43503.186	10	2	-1
43503.19	10	2	-1
43503.19	9	2	-1
43503.192	9	4	-1
43503.192	5	4	-1
43503.195	5	2	-1
43503.195	10	2	-1
43503.202	10	2	-1
43503.202	12	2	-1
43503.204	12	2	-1
43503.204	11	2	-1
43503.208	11	4	-1
43503.208	6	4	-1
43503.212	6	2	-1
43503.212	10	2	-1
43503.217	10	2	-1
43503.217	8	2	-1
43503.221	8	4	-1
43503.221	5	4	-1
43503.223	5	4	-1
43503.223	4	4	-1
43503.226	4	2	-1
43503.226	7	2	-1
43503.236	7	2	-1
43503.236	9	2	-1
43503.25	9	4	-1
43503.25	5	4	-1
43503.251	5	2	-1
43503.251	7	2	-1
43503.251	7	4	-1
43503.251	6	4	-1
43503.272	6	2	-1
43503.272	6	2	-1
43503.278	6	2	-1
43503.278	7	2	-1
43503.278	7	4	-1
43503.278	7	4	-1
43503.298	7	4	-1
43503.298	6	4	-1
43503.305	6	4	-1
43503.305	5	4	-1
43503.306	5	2	-1
43503.306	6	2	-1
43503.306	6	4	-1
43503.306	6	4	-1
43503.32	6	2	-1
43503.32	5	2	-1
43503.326	5	2	-1
43503.326	4	2	-1
